drug,agegroup,prescriptions,pubs,l1,l2,l3,l4,is_first,cui
Magnesium,11-17,5,38,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04B, UROLOGICALS","G04BX, Other urologicals in ATC",0,C1509560
Magnesium,11-17,5,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C1509560
Magnesium,11-17,5,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C1509560
Magnesium,11-17,5,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C1509560
Magnesium,11-17,5,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C1509560
Magnesium,11-17,5,1327,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AX, OTHER DERMATOLOGICAL PREPARATIONS IN ATC",0,C1509560
Magnesium,11-17,5,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C1509560
Magnesium,11-17,5,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C1509560
Magnesium,11-17,5,1327,"V, VARIOUS DRUG CLASSES IN ATC","V04, DIAGNOSTIC AGENTS","V04C, OTHER DIAGNOSTIC AGENTS in ATC","V04CC, Diagnostic agents for bile duct patency testing",0,C1509560
Magnesium,11-17,5,1327,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C1509560
Magnesium,11-17,12,6,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024480
Magnesium,11-17,12,9,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024480
Magnesium,11-17,12,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024480
Magnesium,11-17,12,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024480
Magnesium,11-17,12,26,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0024480
Magnesium,11-17,12,27,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024480
Magnesium,11-17,12,27,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024480
Magnesium,11-17,12,37,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A05, BILE AND LIVER THERAPY DRUGS","A05B, LIVER THERAPY, LIPOTROPICS","A05BA, Liver therapy drugs",0,C0024480
Magnesium,11-17,12,38,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04B, UROLOGICALS","G04BX, Other urologicals in ATC",0,C0024480
Magnesium,11-17,12,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024480
Magnesium,11-17,12,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024480
Magnesium,11-17,12,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024480
Magnesium,11-17,12,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024480
Magnesium,11-17,12,1327,"V, VARIOUS DRUG CLASSES IN ATC","V04, DIAGNOSTIC AGENTS","V04C, OTHER DIAGNOSTIC AGENTS in ATC","V04CC, Diagnostic agents for bile duct patency testing",0,C0024480
Magnesium,11-17,12,1327,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AX, OTHER DERMATOLOGICAL PREPARATIONS IN ATC",0,C0024480
Magnesium,11-17,12,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024480
Magnesium,11-17,12,1327,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024480
Magnesium,11-17,12,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024480
Magnesium,11-17,68,6,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024476
Magnesium,11-17,68,9,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024476
Magnesium,11-17,68,26,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0024476
Magnesium,11-17,68,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024476
Magnesium,11-17,68,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024476
Magnesium,11-17,68,27,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024476
Magnesium,11-17,68,27,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024476
Magnesium,11-17,68,37,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A05, BILE AND LIVER THERAPY DRUGS","A05B, LIVER THERAPY, LIPOTROPICS","A05BA, Liver therapy drugs",0,C0024476
Magnesium,11-17,68,38,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04B, UROLOGICALS","G04BX, Other urologicals in ATC",0,C0024476
Magnesium,11-17,68,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024476
Magnesium,11-17,68,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024476
Magnesium,11-17,68,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024476
Magnesium,11-17,68,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024476
Magnesium,11-17,68,1327,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AX, OTHER DERMATOLOGICAL PREPARATIONS IN ATC",0,C0024476
Magnesium,11-17,68,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024476
Magnesium,11-17,68,1327,"V, VARIOUS DRUG CLASSES IN ATC","V04, DIAGNOSTIC AGENTS","V04C, OTHER DIAGNOSTIC AGENTS in ATC","V04CC, Diagnostic agents for bile duct patency testing",0,C0024476
Magnesium,11-17,68,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024476
Magnesium,11-17,68,1327,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024476
Magnesium,11-17,100,6,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126777
Magnesium,11-17,100,9,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126777
Magnesium,11-17,100,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126777
Magnesium,11-17,100,26,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0126777
Magnesium,11-17,100,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0126777
Magnesium,11-17,100,27,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126777
Magnesium,11-17,100,27,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0126777
Magnesium,11-17,100,37,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A05, BILE AND LIVER THERAPY DRUGS","A05B, LIVER THERAPY, LIPOTROPICS","A05BA, Liver therapy drugs",0,C0126777
Magnesium,11-17,100,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0126777
Magnesium,11-17,100,38,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04B, UROLOGICALS","G04BX, Other urologicals in ATC",0,C0126777
Magnesium,11-17,100,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126777
Magnesium,11-17,100,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0126777
Magnesium,11-17,100,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0126777
Magnesium,11-17,100,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126777
Magnesium,11-17,100,1327,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0126777
Magnesium,11-17,100,1327,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AX, OTHER DERMATOLOGICAL PREPARATIONS IN ATC",0,C0126777
Magnesium,11-17,100,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0126777
Magnesium,11-17,100,1327,"V, VARIOUS DRUG CLASSES IN ATC","V04, DIAGNOSTIC AGENTS","V04C, OTHER DIAGNOSTIC AGENTS in ATC","V04CC, Diagnostic agents for bile duct patency testing",0,C0126777
Magnesium,11-17,153,6,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024467
Magnesium,11-17,153,9,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024467
Magnesium,11-17,153,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024467
Magnesium,11-17,153,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024467
Magnesium,11-17,153,26,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0024467
Magnesium,11-17,153,27,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024467
Magnesium,11-17,153,27,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024467
Magnesium,11-17,153,37,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A05, BILE AND LIVER THERAPY DRUGS","A05B, LIVER THERAPY, LIPOTROPICS","A05BA, Liver therapy drugs",0,C0024467
Magnesium,11-17,153,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024467
Magnesium,11-17,153,38,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04B, UROLOGICALS","G04BX, Other urologicals in ATC",0,C0024467
Magnesium,11-17,153,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024467
Magnesium,11-17,153,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024467
Magnesium,11-17,153,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024467
Magnesium,11-17,153,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024467
Magnesium,11-17,153,1327,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024467
Magnesium,11-17,153,1327,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AX, OTHER DERMATOLOGICAL PREPARATIONS IN ATC",0,C0024467
Magnesium,11-17,153,1327,"V, VARIOUS DRUG CLASSES IN ATC","V04, DIAGNOSTIC AGENTS","V04C, OTHER DIAGNOSTIC AGENTS in ATC","V04CC, Diagnostic agents for bile duct patency testing",0,C0024467
Magnesium,11-17,153,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024467
Magnesium,11-17,289,6,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126774
Magnesium,11-17,289,9,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126774
Magnesium,11-17,289,26,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0126774
Magnesium,11-17,289,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0126774
Magnesium,11-17,289,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126774
Magnesium,11-17,289,27,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0126774
Magnesium,11-17,289,27,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126774
Magnesium,11-17,289,37,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A05, BILE AND LIVER THERAPY DRUGS","A05B, LIVER THERAPY, LIPOTROPICS","A05BA, Liver therapy drugs",0,C0126774
Magnesium,11-17,289,38,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04B, UROLOGICALS","G04BX, Other urologicals in ATC",0,C0126774
Magnesium,11-17,289,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0126774
Magnesium,11-17,289,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126774
Magnesium,11-17,289,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0126774
Magnesium,11-17,289,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0126774
Magnesium,11-17,289,1327,"V, VARIOUS DRUG CLASSES IN ATC","V04, DIAGNOSTIC AGENTS","V04C, OTHER DIAGNOSTIC AGENTS in ATC","V04CC, Diagnostic agents for bile duct patency testing",0,C0126774
Magnesium,11-17,289,1327,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0126774
Magnesium,11-17,289,1327,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AX, OTHER DERMATOLOGICAL PREPARATIONS IN ATC",0,C0126774
Magnesium,11-17,289,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0126774
Magnesium,11-17,289,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0126774
Magnesium,11-17,1492,6,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024477
Magnesium,11-17,1492,9,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024477
Magnesium,11-17,1492,26,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05C, IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION","B05CB, Salt irrigating solutions",0,C0024477
Magnesium,11-17,1492,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024477
Magnesium,11-17,1492,26,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024477
Magnesium,11-17,1492,27,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024477
Magnesium,11-17,1492,27,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024477
Magnesium,11-17,1492,37,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A05, BILE AND LIVER THERAPY DRUGS","A05B, LIVER THERAPY, LIPOTROPICS","A05BA, Liver therapy drugs",0,C0024477
Magnesium,11-17,1492,38,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024477
Magnesium,11-17,1492,38,"G, GENITO URINARY SYSTEM AND SEX HORMONES","G04, UROLOGICALS","G04B, UROLOGICALS","G04BX, Other urologicals in ATC",0,C0024477
Magnesium,11-17,1492,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024477
Magnesium,11-17,1492,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A02, DRUGS FOR ACID RELATED DISORDERS","A02A, ANTACIDS","A02AA, antacids containing magnesium compounds",0,C0024477
Magnesium,11-17,1492,60,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024477
Magnesium,11-17,1492,1327,"D, DERMATOLOGICALS","D11, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11A, OTHER DERMATOLOGICAL PREPARATIONS in ATC","D11AX, OTHER DERMATOLOGICAL PREPARATIONS IN ATC",0,C0024477
Magnesium,11-17,1492,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A06, DRUGS FOR CONSTIPATION","A06A, DRUGS FOR CONSTIPATION","A06AD, Osmotically acting laxatives",0,C0024477
Magnesium,11-17,1492,1327,"V, VARIOUS DRUG CLASSES IN ATC","V04, DIAGNOSTIC AGENTS","V04C, OTHER DIAGNOSTIC AGENTS in ATC","V04CC, Diagnostic agents for bile duct patency testing",0,C0024477
Magnesium,11-17,1492,1327,"A, ALIMENTARY TRACT AND METABOLISM DRUGS","A12, MINERAL SUPPLEMENTS","A12C, OTHER MINERAL SUPPLEMENTS in ATC","A12CC, Magnesium supplements, alimentary tract and metabolism",0,C0024477
Magnesium,11-17,1492,1327,"B, BLOOD AND BLOOD FORMING ORGAN DRUGS","B05, BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS","B05X, I.V. SOLUTION ADDITIVES","B05XA, Electrolyte solutions",0,C0024477
