Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
Guaifenesin/Phenylephrine Hydrochloride,guaifenesin/phenylephrine hydrochloride,guaifenesin/phenylephrine,C5835982,guaiFENesin / phenylephrine hydrochloride Oral Capsule,TMSY
Guaifenesin/Pseudoephedrine Hydrochloride,guaifenesin/pseudoephedrine hydrochloride,guaifenesin/pseudoephedrine,C4720044,guaiFENesin / pseudoephedrine hydrochloride Oral Capsule,TMSY
Guanfacine Hydrochloride,guanfacine hydrochloride,guanfacine,C0700472,guanfacine hydrochloride,PIN
Guselkumab,guselkumab,guselkumab,C3852217,guselkumab,IN
Haemophilus B Conjugate Vaccine,haemophilus b conjugate vaccine,haemophilus b conjugate vaccine,C0875554,Haemophilus b conjugate vaccine (meningococcal protein conjugate) 0.5 ML Injection,SY
Haemophilus B Conjugate Vaccine/Tetanus Toxoid,haemophilus b conjugate vaccine/tetanus toxoid,haemophilus b conjugate vaccine/tetanus toxoid,,,
Halcinonide,halcinonide,halcinonide,C0018513,halcinonide,IN
Halobetasol Propionate,halobetasol propionate,halobetasol propionate,C0098735,halobetasol propionate,PIN
"Halobetasol Propionate;Cream, Multi Ingredient",halobetasol propionate multi ingredient,halobetasol propionate multi ingredient,C0082787,halobetasol,IN
Halobetasol Propionate/Tazarotene,halobetasol propionate/tazarotene,halobetasol propionate/tazarotene,C0082787,halobetasol,IN
Haloperidol,haloperidol,haloperidol,C0018546,haloperidol,IN
Haloperidol Decanoate,haloperidol decanoate,haloperidol decanoate,C0062103,haloperidol decanoate,PIN
Haloperidol Lactate,haloperidol lactate,haloperidol lactate,C0720809,haloperidol lactate,PIN
HC Ace/Neomycin Sulf/Polymyxin B Sulf,hc ace/neomycin sulf/polymyxin b sulf,hc ace/neomycin sulf/polymyxin b sulf,C0027603,neomycin,IN
HC/Neomycin Sulf/Polymyxin B Sulf,hc/neomycin sulf/polymyxin b sulf,hc/neomycin sulf/polymyxin b sulf,C0027603,neomycin,IN
Heme Iron Polypeptide/Iron Polysaccharide,heme iron polypeptide/iron polysaccharide,heme iron polypeptide/iron polysaccharide,C1654726,heme iron polypeptide,IN
"Hep A Vac, Inactivated/Hep B Vac Recombinant",hep a vac inactivated/hep b vac recombinant,hep a vac inactivated/hep b vac recombinant,,,
Heparin Sodium,heparin sodium,heparin,C0037513,heparin sodium,PIN
Heparin Sodium/Sodium Chloride,heparin sodium/sodium chloride,heparin sodium/sodium chloride,C0006686,calcium chloride,IN
"Hepatitis A Vaccine, Inactivated",hepatitis a vaccine inactivated,hepatitis a vaccine inactivated,C2355841,hepatitis A vaccine (inactivated) strain HM175,IN
Hepatitis B Vaccine Recombinant,hepatitis b vaccine recombinant,hepatitis b vaccine recombinant,C5563806,Hepatitis B (Recombinant) Vaccine Injection,PSN
"Hepatitis B Vaccine Recombinant, Adjuvanted",hepatitis b vaccine recombinant adjuvanted,hepatitis b vaccine recombinant adjuvanted,C5563806,Hepatitis B (Recombinant) Vaccine Injection,PSN
Histidine,histidine,histidine,C0019602,histidine,IN
Histidine Monohydrochloride,histidine monohydrochloride,histidine monohydrochloride,C2981337,histidine monohydrochloride,PIN
Histrelin Acetate,histrelin acetate,histrelin,C0724597,histrelin acetate,PIN
Homatropine Hydrobromide,homatropine hydrobromide,homatropine hydrobromide,C0770458,homatropine hydrobromide,PIN
Homatropine Methylbromide/Hydrocodone Bitartrate,homatropine methylbromide/hydrocodone bitartrate,homatropine methylbromide/hydrocodone,C5837001,homatropine methylbromide / HYDROcodone bitartrate Oral Solution,TMSY
Homeopathic,homeopathic,homeopathic,C3495978,Centella asiatica leaf homeopathic preparation,IN
"HPV Vac Recomb Quadrivalent (Types 6, 11, 16, 18)",hpv vac recomb quadrivalent types 6 11 16 18,hpv vac recomb quadrivalent types 6 11 16 18,,,
"HPV Vaccine Recombinant Bivalent (Types 16, 18)",hpv vaccine recombinant bivalent types 16 18,hpv vaccine recombinant bivalent types 16 18,,,
"Human Papillomavirus 9-valent Vaccine, Recombinant",human papillomavirus 9-valent vaccine recombinant,human papillomavirus 9-valent vaccine recombinant,C0021344,human papillomavirus,IN
Humidifier,humidifier,humidifier,,,
Hyaluronate Sodium,hyaluronate sodium,hyaluronate,C0087000,sodium hyaluronate,PIN
Hyaluronate Sodium/Urea,hyaluronate sodium/urea,hyaluronate sodium/urea,C0178695,hyaluronate,IN
Hyaluronic Acid,hyaluronic acid,hyaluronic acid,C0020196,hyaluronic acid,PIN
Hyaluronidase,hyaluronidase,hyaluronidase,C0020197,hyaluronidase,IN
"Hyaluronidase Human, Recombinant",hyaluronidase human recombinant,hyaluronidase human recombinant,C1720035,"hyaluronidase, human recombinant",PIN
"Hyaluronidase Human, Recombinant;Immune Globulin",hyaluronidase human recombinant immune globulin,hyaluronidase human recombinant immune globulin,C0020197,hyaluronidase,IN
Hydralazine Hydrochloride,hydralazine hydrochloride,hydralazine,C0282198,hydralazine hydrochloride,PIN
Hydrochloric Acid,hydrochloric acid,hydrochloric acid,C0020259,hydrochloric acid,IN
Hydrochlorothiazide,hydrochlorothiazide,hydrochlorothiazide,C0020261,hydrochlorothiazide,IN
Hydrochlorothiazide/Irbesartan,hydrochlorothiazide/irbesartan,hydrochlorothiazide/irbesartan,C0717823,hydroCHLOROthiazide / irbesartan,TMSY
Hydrochlorothiazide/Lisinopril,hydrochlorothiazide/lisinopril,hydrochlorothiazide/lisinopril,C0717824,hydroCHLOROthiazide / lisinopril,TMSY
Hydrochlorothiazide/Losartan Potassium,hydrochlorothiazide/losartan potassium,hydrochlorothiazide/losartan,C4720223,hydroCHLOROthiazide / losartan potassium Oral Tablet,TMSY
Hydrochlorothiazide/Metoprolol Succinate,hydrochlorothiazide/metoprolol succinate,hydrochlorothiazide/metoprolol,C5844897,hydroCHLOROthiazide / metoprolol succinate Pill,TMSY
Hydrochlorothiazide/Metoprolol Tartrate,hydrochlorothiazide/metoprolol tartrate,hydrochlorothiazide/metoprolol,C4719814,hydroCHLOROthiazide / metoprolol tartrate Oral Tablet,TMSY
Hydrochlorothiazide/Olmesartan Medoxomil,hydrochlorothiazide/olmesartan medoxomil,hydrochlorothiazide/olmesartan medoxomil,C4720040,hydroCHLOROthiazide / olmesartan medoxomil Oral Tablet,TMSY
Hydrochlorothiazide/Spironolactone,hydrochlorothiazide/spironolactone,hydrochlorothiazide/spironolactone,C1112082,hydroCHLOROthiazide / spironolactone,TMSY
Hydrochlorothiazide/Telmisartan,hydrochlorothiazide/telmisartan,hydrochlorothiazide/telmisartan,C0939233,hydroCHLOROthiazide / telmisartan,TMSY
Hydrochlorothiazide/Triamterene,hydrochlorothiazide/triamterene,hydrochlorothiazide/triamterene,C0813211,hydroCHLOROthiazide / triamterene,TMSY
Hydrochlorothiazide/Valsartan,hydrochlorothiazide/valsartan,hydrochlorothiazide/valsartan,C0717832,hydroCHLOROthiazide / valsartan,TMSY
Hydrocodone Bitartrate,hydrocodone bitartrate,hydrocodone,C0546868,hydrocodone bitartrate,PIN
Hydrocodone Bitartrate/Ibuprofen,hydrocodone bitartrate/ibuprofen,hydrocodone bitartrate/ibuprofen,C4720178,HYDROcodone bitartrate / ibuprofen Oral Tablet,TMSY
Hydrocortisone,hydrocortisone,hydrocortisone,C0020268,hydrocortisone,IN
Hydrocortisone Acetate,hydrocortisone acetate,hydrocortisone,C0063077,hydrocortisone acetate,PIN
"Hydrocortisone Acetate, Micronized",hydrocortisone acetate micronized,hydrocortisone micronized,C0718194,Aceta,BN
Hydrocortisone Acetate/Iodoquinol,hydrocortisone acetate/iodoquinol,hydrocortisone acetate/iodoquinol,C0718194,Aceta,BN
Hydrocortisone Acetate/Lidocaine Hydrochloride,hydrocortisone acetate/lidocaine hydrochloride,hydrocortisone acetate/lidocaine,C5837087,hydrocortisone acetate / lidocaine hydrochloride Rectal Cream,SCDFP
Hydrocortisone Acetate/Pramoxine Hydrochloride,hydrocortisone acetate/pramoxine hydrochloride,hydrocortisone acetate/pramoxine,C5837701,hydrocortisone acetate / pramoxine hydrochloride Rectal Cream,SCDFP
Hydrocortisone Butyrate,hydrocortisone butyrate,hydrocortisone butyrate,C0352536,hydrocortisone butyrate,PIN
Hydrocortisone Probutate,hydrocortisone probutate,hydrocortisone probutate,C0063076,hydrocortisone probutate,PIN
Hydrocortisone Sodium Succinate,hydrocortisone sodium succinate,hydrocortisone,C0770560,hydrocortisone sodium succinate,PIN
Hydrocortisone Valerate,hydrocortisone valerate,hydrocortisone valerate,C0063079,hydrocortisone valerate,PIN
"Hydrocortisone, Micronized",hydrocortisone micronized,hydrocortisone micronized,C0010137,cortisone,IN
"Hydrocortisone;Cream, Multi Ingredient",hydrocortisone multi ingredient,hydrocortisone multi ingredient,C0010137,cortisone,IN
"Hydrocortisone;Shampoo, Multi Ingredient",hydrocortisone shampoo multi ingredient,hydrocortisone shampoo multi ingredient,C0010137,cortisone,IN
Hydrocortisone/Iodoquinol,hydrocortisone/iodoquinol,hydrocortisone/iodoquinol,C0720955,hydrocortisone / iodoquinol,MIN
Hydrogel,hydrogel,hydrogel,C0017243,Gel,DF
Hydrogen Peroxide,hydrogen peroxide,hydrogen peroxide,C0020281,hydrogen peroxide,IN
Hydromorphone Hydrochloride,hydromorphone hydrochloride,hydromorphone,C0700533,hydromorphone hydrochloride,PIN
Hydrophilic Ointment,hydrophilic,hydrophilic,,,
Hydroquinone,hydroquinone,hydroquinone,C0020306,hydroquinone,IN
Hydroxocobalamin,hydroxocobalamin,hydroxocobalamin,C0020316,hydroxocobalamin,IN
Hydroxocobalamin Hydrochloride,hydroxocobalamin hydrochloride,hydroxocobalamin,C4529725,hydroxocobalamin hydrochloride,PIN
Hydroxychloroquine Sulfate,hydroxychloroquine sulfate,hydroxychloroquine,C0596007,hydroxychloroquine sulfate,PIN
Hydroxyethyl Cellulose,hydroxyethyl cellulose,hydroxyethyl cellulose,C0063131,hydroxyethyl cellulose,IN
Hydroxyprogesterone Caproate,hydroxyprogesterone caproate,hydroxyprogesterone caproate,C0770351,hydroxyprogesterone acetate,PIN
Hydroxypropyl Cellulose,hydroxypropyl cellulose,hydroxypropyl cellulose,C4281713,hydroxypropyl cellulose,SY
Hydroxytryptophan,hydroxytryptophan,hydroxytryptophan,C0000578,5-hydroxytryptophan,IN
Hydroxyurea,hydroxyurea,hydroxyurea,C0020402,hydroxyurea,IN
Hydroxyzine Hydrochloride,hydroxyzine hydrochloride,hydroxyzine,C0600110,hydroxyzine hydrochloride,PIN
Hydroxyzine Pamoate,hydroxyzine pamoate,hydroxyzine pamoate,C0700539,hydroxyzine pamoate,PIN
Hylan Polymers A and B,hylan polymers a and b,hylan polymers a and b,C0063204,hylan,IN
Hyoscyamine Sulfate,hyoscyamine sulfate,hyoscyamine,C0004261,hyoscyamine sulfate,PIN
Hypochlorous Acid,hypochlorous acid,hypochlorous acid,C0020600,hypochlorous acid,PIN
Hypromellose,hypromellose,hypromellose,C0063242,hypromellose,IN
Ibandronate Sodium,ibandronate sodium,ibandronate,C0772244,ibandronate sodium,PIN
Ibrexafungerp,ibrexafungerp,ibrexafungerp,C5206403,ibrexafungerp,IN
Ibrutinib,ibrutinib,ibrutinib,C3501358,ibrutinib,IN
Ibuprofen,ibuprofen,ibuprofen,C0020740,ibuprofen,IN
Ibuprofen/Oxycodone Hydrochloride,ibuprofen/oxycodone hydrochloride,ibuprofen/oxycodone,C4720091,ibuprofen / oxyCODONE hydrochloride Oral Tablet,TMSY
Ibuprofen/Pseudoephedrine Hydrochloride,ibuprofen/pseudoephedrine hydrochloride,ibuprofen/pseudoephedrine,C4719870,ibuprofen / pseudoephedrine hydrochloride Oral Capsule,SCDFP
Icatibant Acetate,icatibant acetate,icatibant,C0286722,icatibant acetate,PIN
Ichthammol,ichthammol,ichthammol,C0020752,ichthammol,IN
Icosapent Ethyl,icosapent ethyl,icosapent ethyl,C0058978,icosapent ethyl,IN
Idebenone,idebenone,idebenone,C0123163,idebenone,IN
Idursulfase,idursulfase,idursulfase,C1739462,idursulfase,IN
Iloperidone,iloperidone,iloperidone,C0247194,iloperidone,IN
Iloperidone;Iloperidone;Iloperidone;Iloperidone,iloperidone iloperidone iloperidone iloperidone,iloperidone iloperidone iloperidone iloperidone,C0247194,iloperidone,IN
Imatinib Mesylate,imatinib mesylate,imatinib,C0939537,imatinib mesylate,PIN
Imiglucerase,imiglucerase,imiglucerase,C0291140,imiglucerase,IN
Imipramine Hydrochloride,imipramine hydrochloride,imipramine,C0589978,imipramine hydrochloride,PIN
Imipramine Pamoate,imipramine pamoate,imipramine pamoate,C0304368,imipramine pamoate,PIN
Imiquimod,imiquimod,imiquimod,C0165032,imiquimod,IN
Immune Globulin,immune globulin,immune globulin,C0073188,Rho(D) immune globulin,IN
Immune Globulin Bovine,immune globulin bovine,immune globulin bovine,,,
Immune Globulin-hipp,immune globulin-hipp,immune globulin-hipp,,,
Immune Globulin-ifas,immune globulin-ifas,immune globulin-ifas,,,
Immune Globulin-klhw,immune globulin-klhw,immune globulin-klhw,,,
IncobotulinumtoxinA,incobotulinumtoxina,incobotulinumtoxina,C2930113,incobotulinumtoxinA,PIN
Incontinence Products,incontinence products,incontinence products,C0040238,tin,IN
Indacaterol Maleate,indacaterol maleate,indacaterol maleate,C2920417,indacaterol maleate,PIN
Indapamide,indapamide,indapamide,C0021186,indapamide,IN
Indocyanine Green,indocyanine green,indocyanine green,C0021234,indocyanine green,IN
Indomethacin,indomethacin,indomethacin,C0021246,indomethacin,IN
Infliximab,infliximab,infliximab,C0666743,infliximab,IN
inFLIXimab-abda,infliximab-abda,infliximab-abda,C4490035,infliximab-abda,PIN
inFLIXimab-axxq,infliximab-axxq,infliximab-axxq,C5222083,infliximab-axxq,PIN
Infliximab-dyyb,infliximab-dyyb,infliximab-dyyb,C4238106,infliximab-dyyb,PIN
Influenza Virus Vaccine (Subvirion),influenza virus vaccine subvirion,influenza virus vaccine subvirion,,,
Influenza Virus Vaccine Recombinant,influenza virus vaccine recombinant,influenza virus vaccine recombinant,,,
"Influenza Virus Vaccine, Adjuvanted",influenza virus vaccine adjuvanted,influenza virus vaccine adjuvanted,,,
"Influenza Virus Vaccine, Inactivated",influenza virus vaccine inactivated,influenza virus vaccine inactivated,,,
"Influenza Virus Vaccine, Live",influenza virus vaccine live,influenza virus vaccine live,C4033529,"influenza virus vaccine, live attenuated, 2015-2016 Quadrivalent Nasal Spray",PSN
"Infusion Pump, Insulin",infusion pump insulin,infusion pump insulin,C3848571,bromide ion,IN
"Infusion Pump, Parenteral",infusion pump parenteral,infusion pump parenteral,,,
Ingenol Mebutate,ingenol mebutate,ingenol mebutate,C2825682,ingenol mebutate,IN
Injection Device,device,device,C0697738,Norplant 85 MCG/Day Intrauterine Device,SY
Inositol,inositol,inositol,C0021547,inositol,IN
Insulin Aspart Protamine/Insulin Aspart,insulin aspart protamine/insulin aspart,insulin aspart protamine/insulin aspart,C0771747,protamine hydrochloride,PIN
"Insulin Aspart, Recombinant",insulin aspart recombinant,insulin aspart recombinant,,,
Insulin Degludec,insulin degludec,insulin degludec,C3491971,insulin degludec,IN
Insulin Degludec/Liraglutide,insulin degludec/liraglutide,insulin degludec/liraglutide,C4059165,insulin degludec / liraglutide,MIN
Insulin Detemir,insulin detemir,insulin detemir,C0537270,insulin detemir,IN
"Insulin Glargine-yfgn, Recombinant",insulin glargine-yfgn recombinant,insulin glargine-yfgn recombinant,C0907402,insulin glargine,IN
"Insulin Glargine, Recombinant",insulin glargine recombinant,insulin glargine recombinant,C0907402,insulin glargine,IN
"Insulin Glargine, Recombinant/Lixisenatide",insulin glargine recombinant/lixisenatide,insulin glargine recombinant/lixisenatide,C0907402,insulin glargine,IN
Insulin Glulisine,insulin glulisine,insulin glulisine,C1313386,insulin glulisine,SY
Insulin Human Inhaled,insulin human inhaled,insulin human inhaled,,,
Insulin Human Inhaled;Insulin Human Inhaled,insulin human inhaled insulin human inhaled,insulin human inhaled insulin human inhaled,,,
Insulin Human Inhaled;Insulin Human Inhaled;Insuli,insulin human inhaled insulin human inhaled insuli,insulin human inhaled insulin human inhaled insuli,,,
Insulin Human Isophane (NPH),insulin human isophane nph,insulin human isophane nph,C0795633,"insulin isophane, human",PIN
Insulin Human Isophane (NPH)/Insulin Human Regular,insulin human isophane nph /insulin human regular,insulin human isophane nph /insulin human regular,C2929405,"insulin isophane / insulin, regular, human",MIN
Insulin Human Regular,insulin human regular,insulin human regular,C0795635,"insulin, regular, human",IN
Insulin Lispro Protamine/Insulin Lispro,insulin lispro protamine/insulin lispro,insulin lispro protamine/insulin lispro,C0293359,insulin lispro,IN
"Insulin Lispro-aabc, Recombinant",insulin lispro-aabc recombinant,insulin lispro-aabc recombinant,C0293359,insulin lispro,IN
"Insulin Lispro, Recombinant",insulin lispro recombinant,insulin lispro recombinant,C0293359,insulin lispro,IN
Insulin Syringe/Needle,insulin syringe/needle,insulin syringe/needle,,,
Insulin Syringe/Needles,insulin syringe/needles,insulin syringe/needles,,,
Interferon Alfa-2B,interferon alfa-2b,interferon alfa-2b,C0021735,interferon alfa-2b,IN
Interferon Beta-1A,interferon beta-1a,interferon beta-1a,C0254119,interferon beta-1a,IN
Interferon Beta-1a;Interferon Beta-1a,interferon beta-1a interferon beta-1a,interferon beta-1a interferon beta-1a,C4020132,0.2 ML interferon beta-1a 0.044 MG/ML Auto-Injector,SCD
Interferon Beta-1B,interferon beta-1b,interferon beta-1b,C0244713,interferon beta-1b,IN
Interferon Gamma-1B,interferon gamma-1b,interferon gamma-1b,C0021741,interferon gamma-1b,IN
Inulin/Lactobacillus rhamnosus GG,inulin/lactobacillus rhamnosus gg,inulin/lactobacillus rhamnosus gg,C0021936,inulin,IN
Inulin/Lactobacillus Sporogenes,inulin/lactobacillus sporogenes,inulin/lactobacillus sporogenes,C0021936,inulin,IN
Iodine/Potassium Iodide,iodine/potassium iodide,iodine/potassium iodide,C1099045,iodine / potassium iodide,MIN
"Iodoquinol, Micronized",iodoquinol micronized,iodoquinol micronized,C0012341,iodoquinol,IN
Iohexol,iohexol,iohexol,C0022005,iohexol,IN
Iopamidol,iopamidol,iopamidol,C0022026,iopamidol,IN
Ipratropium Bromide,ipratropium bromide,ipratropium,C0700580,ipratropium bromide,PIN
Irbesartan,irbesartan,irbesartan,C0288171,irbesartan,IN
Irinotecan Hydrochloride,irinotecan hydrochloride,irinotecan,C0594375,irinotecan hydrochloride,PIN
Iron,iron,iron,C0302583,iron,IN
Iron Dextran,iron dextran,iron dextran,C0086140,dextran,IN
Iron Pentacarbonyl,iron pentacarbonyl,iron pentacarbonyl,C0302583,iron,IN
Iron Polysaccharide,iron polysaccharide,iron polysaccharide,C0722705,iron polysaccharide,IN
Iron Sucrose,iron sucrose,iron sucrose,C0060241,iron sucrose,IN
Iron/Multivitamin,iron/multivitamin,iron/multivitamin,C0302583,iron,IN
Iron/Sodium,iron/sodium,iron/sodium,C0302583,iron,IN
Isavuconazonium Sulfate,isavuconazonium sulfate,isavuconazonium,C4018470,isavuconazonium sulfate,PIN
Isocarboxazid,isocarboxazid,isocarboxazid,C0022154,isocarboxazid,IN
Isoleucine,isoleucine,isoleucine,C0022192,isoleucine,IN
Isometheptene Mucate,isometheptene mucate,isometheptene mucate,C0355634,isometheptene mucate,PIN
Isoniazid,isoniazid,isoniazid,C0022209,isoniazid,IN
Isoniazid/Rifampin,isoniazid/rifampin,isoniazid/rifampin,C0358905,isoniazid / rifAMPin,TMSY
Isopropyl Alcohol,isopropyl alcohol,isopropyl alcohol,C0022237,isopropyl alcohol,IN
Isosorbide Dinitrate,isosorbide dinitrate,isosorbide dinitrate,C0022252,isosorbide dinitrate,IN
Isosorbide Mononitrate,isosorbide mononitrate,isosorbide mononitrate,C0064079,isosorbide mononitrate,PIN
Isotretinoin,isotretinoin,isotretinoin,C0022265,isotretinoin,IN
Isradipine,isradipine,isradipine,C0071304,isradipine,IN
Istradefylline,istradefylline,istradefylline,C0673470,istradefylline,IN
Itraconazole,itraconazole,itraconazole,C0064113,itraconazole,IN
"Itraconazole, Micronized",itraconazole micronized,itraconazole micronized,C2980942,Azo,BN
Iva annua Allergen Extract,iva annua allergen extract,iva annua allergen extract,,,
Ivabradine,ivabradine,ivabradine,C0257190,ivabradine,IN
Ivacaftor,ivacaftor,ivacaftor,C3264621,ivacaftor,IN
Ivacaftor;Ivacaftor/Tezacaftor,ivacaftor ivacaftor/tezacaftor,ivacaftor ivacaftor/tezacaftor,C3264621,ivacaftor,IN
Ivacaftor/Lumacaftor,ivacaftor/lumacaftor,ivacaftor/lumacaftor,C4033633,ivacaftor / lumacaftor,MIN
Ivermectin,ivermectin,ivermectin,C0022322,ivermectin,IN
Ixekizumab,ixekizumab,ixekizumab,C3489764,ixekizumab,IN
"Japanese Encephalitis Vaccine, Inactivated Adsorb",japanese encephalitis vaccine inactivated adsorb,japanese encephalitis vaccine inactivated adsorb,C2682873,"Ixiaro (Japanese Encephalitis Vaccine, Inactivated, Adsorbed) 0.012 MG/ML 0.5 ML Prefilled Syringe",SY
Johnson Grass Allergen Extract,johnson grass allergen extract,johnson grass allergen extract,,,
"K Phos, Monobasic/Na Phos, Monobasic",k phos monobasic/na phos monobasic,k phos monobasic/na phos monobasic,C0126785,"magnesium phosphate, monobasic",IN
"K Phos/Na Phos, Dibasic/Na Phos, Monobasic",k phos/na phos dibasic/na phos monobasic,k phos/na phos dibasic/na phos monobasic,C0138037,dibasic potassium phosphate,IN
Kanamycin Sulfate,kanamycin sulfate,kanamycin,C0700540,kanamycin sulfate,PIN
Karaya Gum,karaya gum,karaya gum,C0022516,karaya gum,IN
Ketamine Hydrochloride,ketamine hydrochloride,ketamine,C0700541,ketamine hydrochloride,PIN
Ketoconazole,ketoconazole,ketoconazole,C0022625,ketoconazole,IN
Ketoprofen,ketoprofen,ketoprofen,C0022635,ketoprofen,IN
"Ketoprofen;Cream, Multi Ingredient",ketoprofen multi ingredient,ketoprofen multi ingredient,C0022635,ketoprofen,IN
Ketorolac Tromethamine,ketorolac tromethamine,ketorolac tromethamine,C0064326,ketorolac tromethamine,PIN
Ketotifen Fumarate,ketotifen fumarate,ketotifen,C0043443,ketotifen fumarate,PIN
"Kit, Administration, Intravenous",kit administration intravenous,kit administration intravenous,C0991514,Intravenous Solution,DF
"Kit, Blood Glucose Test",kit blood glucose test,kit blood glucose test,C0017725,glucose,IN
"Kit, Feeding (Enteral)",kit feeding enteral,kit feeding enteral,,,
L-Methylfolate,l-methylfolate,l-methylfolate,C2939773,L-methylfolate,SY
L-Methylfolate/Methylcobalamin/Pyridoxal Phosphate,l-methylfolate/methylcobalamin/pyridoxal phosphate,l-methylfolate/methylcobalamin/pyridoxal,C2939773,L-methylfolate,SY
L-Methylfolate/Schizochytrium,l-methylfolate/schizochytrium,l-methylfolate/schizochytrium,C0059747,ethyl acetate,IN
Labetalol Hydrochloride,labetalol hydrochloride,labetalol,C0699440,labetalol hydrochloride,PIN
Laboratory Tests and/or Supplies,laboratory tests and/or supplies,laboratory tests and/or supplies,,,
Lacosamide,lacosamide,lacosamide,C0893761,lacosamide,IN
Lactase,lactase,lactase,C0083183,lactase,IN
Lactic Acid,lactic acid,lactic acid,C0064582,lactic acid,PIN
Lactic Acid/Urea,lactic acid/urea,lactic acid/urea,C0041942,urea,IN
Lactic Acid/Vitamin E,lactic acid/vitamin e,lactic acid/vitamin e,C0064582,lactic acid,PIN
Lactobacillus Acidophilus,lactobacillus acidophilus,lactobacillus acidophilus,C0022939,Lactobacillus acidophilus,IN
Lactobacillus Acidophilus/Lactobacillus Bulgaricus,lactobacillus acidophilus/lactobacillus bulgaricus,lactobacillus acidophilus/lactobacillus bulgaricus,C0022939,Lactobacillus acidophilus,IN
Lactobacillus Combination,lactobacillus combination,lactobacillus combination,,,
Lactobacillus Reuteri,lactobacillus reuteri,lactobacillus reuteri,C0317625,Lactobacillus reuteri,SY
Lactobacillus rhamnosus GG,lactobacillus rhamnosus gg,lactobacillus rhamnosus gg,C5443862,Lactobacillus rhamnosus GG,SY
Lactobacillus Sporogenes,lactobacillus sporogenes,lactobacillus sporogenes,C1877990,Lactobacillus acidophilus 70 Million Cells / Lactobacillus sporogenes 50 Million Cells Oral Tablet,PSN
Lactose,lactose,lactose,C0022949,lactose,IN
Lactulose,lactulose,lactulose,C0022957,lactulose,IN
Lamb s Quarter Allergen Extract,lamb s quarter allergen extract,lamb s quarter allergen extract,,,
Lamivudine,lamivudine,lamivudine,C0209738,lamivudine,IN
Lamivudine/Zidovudine,lamivudine/zidovudine,lamivudine/zidovudine,C0717880,lamiVUDine / zidovudine,TMSY
Lamotrigine,lamotrigine,lamotrigine,C0064636,lamotrigine,IN
Lamotrigine;Lamotrigine,lamotrigine lamotrigine,lamotrigine lamotrigine,C2608920,{10 (lamotrigine 25 MG Oral Tablet) } Pack,GPCK
Lamotrigine;Lamotrigine;Lamotrigine,lamotrigine lamotrigine lamotrigine,lamotrigine lamotrigine lamotrigine,C2608920,{10 (lamotrigine 25 MG Oral Tablet) } Pack,GPCK
Lanadelumab-flyo,lanadelumab-flyo,lanadelumab-flyo,C4723206,lanadelumab-flyo,PIN
Lancet,lancet,lancet,,,
Lancet Device,lancet device,lancet device,,,
Lanolin,lanolin,lanolin,C0023024,lanolin,IN
"Lanolin/Mineral Oil/Petrolatum, White",lanolin/mineral oil/petrolatum white,lanolin/mineral oil/petrolatum white,C0023024,lanolin,IN
Lanolin/Petrolatum,lanolin/petrolatum,lanolin/petrolatum,C0982252,lanolin / petrolatum,MIN
Lanreotide Acetate,lanreotide acetate,lanreotide,C0771414,lanreotide acetate,PIN
Lansoprazole,lansoprazole,lansoprazole,C0050940,lansoprazole,IN
Lanthanum Carbonate,lanthanum carbonate,lanthanum carbonate,C0768119,lanthanum carbonate,IN
Lapatinib Ditosylate,lapatinib ditosylate,lapatinib ditosylate,C1504917,lapatinib ditosylate,PIN
Laronidase,laronidase,laronidase,C1302054,laronidase,IN
Larotrectinib,larotrectinib,larotrectinib,C4524315,larotrectinib,IN
Lasmiditan,lasmiditan,lasmiditan,C4519199,lasmiditan,IN
Latanoprost,latanoprost,latanoprost,C0090306,latanoprost,IN
Latanoprost/Netarsudil,latanoprost/netarsudil,latanoprost/netarsudil,C4762758,latanoprost / netarsudil,MIN
Latanoprostene Bunod,latanoprostene bunod,latanoprostene bunod,C4279599,latanoprostene bunod,IN
Lecithin,lecithin,lecithin,C0031617,lecithin,IN
Ledipasvir/Sofosbuvir,ledipasvir/sofosbuvir,ledipasvir/sofosbuvir,C3858051,ledipasvir / sofosbuvir,MIN
Leflunomide,leflunomide,leflunomide,C0063041,leflunomide,IN
Lemborexant,lemborexant,lemborexant,C4519269,lemborexant,IN
Lemon Balm/Melatonin,lemon balm/melatonin,lemon balm/melatonin,C0025219,melatonin,IN
Lenalidomide,lenalidomide,lenalidomide,C1144149,lenalidomide,IN
Lenvatinib,lenvatinib,lenvatinib,C2986924,lenvatinib,IN
Lenvatinib;Lenvatinib,lenvatinib lenvatinib,lenvatinib lenvatinib,C3892228,{30 (lenvatinib 10 MG Oral Capsule) } Pack,GPCK
Leptospermum Honey,leptospermum honey,leptospermum honey,,,
Letermovir,letermovir,letermovir,C3852938,letermovir,IN
Letrozole,letrozole,letrozole,C0246421,letrozole,IN
Leucine,leucine,leucine,C0023401,leucine,IN
Leucovorin Calcium,leucovorin calcium,leucovorin,C0731033,leucovorin calcium,PIN
Leuprolide Acetate,leuprolide acetate,leuprolide,C0700596,leuprolide acetate,PIN
Leuprolide Acetate;Norethindrone Acetate,leuprolide acetate norethindrone acetate,leuprolide norethindrone,C0000975,acetate,IN
Levalbuterol Hydrochloride,levalbuterol hydrochloride,levalbuterol,C0772502,levalbuterol hydrochloride,PIN
