raw_drug,query,matched_str,score,CUI,Preferred_STR,Preferred_TTY
nbca,nbca,lenacapavir 300 mg sunlenca,77.14285714285715,C5770830,lenacapavir 300 MG [Sunlenca],SBDC
nbi921352,nbi921352,15n,60.00000000000001,C5401580,sodium nitrate 15N,PIN
needles,needles,pine needle oil pinus sylvestris,78.92307692307692,C0304112,pine needle oil (pinus sylvestris),IN
neisvac c,neisvac c,24 hr vitamin c 1000 mg / ascorbate 125 mg extended release oral,85.5,C1363196,24 HR vitamin C 1000 MG / Calcium ascorbate 125 MG Extended Release Oral Tablet,SY
neoeunomin,neoeunomin,neo-,77.14285714285715,C0722031,Neo-Tab,BN
neofordex,neofordex,dex4,77.14285714285715,C1657532,Dex4,BN
neorecormon,neorecormon,neo-,77.14285714285715,C0722031,Neo-Tab,BN
nervifene,nervifene,nervine,87.5,C0722062,Nervine,BN
neuleptil,neuleptil,leptin,75.00000000000001,C0299583,leptin,IN
neurobloc,neurobloc,neupro,81.81818181818181,C1949346,Neupro,BN
neurocil 00038603,neurocil 00038603,neupro,81.81818181818181,C1949346,Neupro,BN
neutrogena beach defense water plus sun protection sunscreen broad spectrum spf30 avobenzonehomosalateoctisalateoctocrylene,neutrogena beach defense water plus sun protection sunscreen broad spectrum spf30 avobenzonehomosalateoctisalateoctocrylene,/ fluoride toothpaste fluoridex daily defense sensitivity,85.5,C2683413,potassium nitrate / sodium fluoride Toothpaste [Fluoridex Daily Defense Sensitivity],SBDF
nifluril 00889901,nifluril 00889901,epiflur,69.23076923076923,C2731302,Epiflur,BN
nifluril 00224001,nifluril 00224001,epiflur,69.23076923076923,C2731302,Epiflur,BN
nix complete maximum strength lice elimination,nix complete maximum strength lice elimination,1 60 ml benzalkonium chloride 0 1 topical pronto plus lice egg remover / 1 60 ml piperonyl butoxide 4 / pyrethrins 0 33 medicated shampoo pronto plus pack pronto plus complete lice remover system,85.5,C1964761,{1 (60 ML) (benzalkonium chloride 0.1 % Topical Solution [Pronto Plus Lice Egg Remover]) / 1 (60 ML) (piperonyl butoxide 4 % / pyrethrins 0.33 % Medicated Shampoo [Pronto Plus]) } Pack [Pronto Plus Complete Lice Remover System],SY
nktr214,nktr214,nu-k,60.00000000000001,C1177014,Nu-K,BN
no subject drug,no subject drug,/ monobasic oral k-phos no 2,85.5,C1711615,"potassium phosphate / sodium phosphate, monobasic Oral Tablet [K-Phos No 2]",SBDF
nolotil 00473101,nolotil 00473101,anolor,72.0,C0718543,Anolor,BN
nomacopan,nomacopan,opana,80.0,C1723005,Opana,BN
norbuprenorphine,norbuprenorphine,buprenorphine,89.65517241379311,C0006405,buprenorphine,IN
normabel,normabel,normal saline 10 ml,77.14285714285715,C4282048,normal saline 10 mL Injection,SY
norpropoxyphene,norpropoxyphene,propoxyphene,88.88888888888889,C0033493,propoxyphene,IN
norset,norset,atenolol / chlorthalidone oral tenoret,81.81818181818181,C1323179,atenolol / chlorthalidone Oral Tablet [Tenoret],SBDF
northesterone,northesterone,estrone,77.14285714285715,C0014942,estrone,IN
novamin amino acids nos,novamin amino acids nos,1 3-bis 1-methylethyl amino propan-2-ol,85.5,C5390817,"1,3-bis((1-methylethyl)amino)propan-2-ol",IN
novelon,novelon,inoven,76.92307692307692,C0592562,Inoven,BN
novomix 30 flexpen,novomix 30 flexpen,0 25 ml eligard 30 mg/ml prefilled syringe,85.5,C1615783,0.25 ML Eligard 30 MG/ML Prefilled Syringe,SY
novynette,novynette,ovrette,75.0,C0699169,Ovrette,BN
nozinan 00038601,nozinan 00038601,nypozi,72.0,C5970591,Nypozi,BN
nozinan 00038603,nozinan 00038603,nypozi,72.0,C5970591,Nypozi,BN
nureflex,nureflex,fluex,80.0,C0720474,Fluex,BN
nureflex 400 mg comprime enrobe,nureflex 400 mg comprime enrobe,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
nuropen,nuropen,urophen,85.71428571428572,C4056539,Urophen,BN
neovletta,neovletta,neovet,80.0,C0699096,Neovet,BN
no product,no product,-profen oral product,85.5,C3227004,Cap-Profen Oral Product,SBDG
novomix 30,novomix 30,0 25 ml eligard 30 mg/ml prefilled syringe,85.5,C1615783,0.25 ML Eligard 30 MG/ML Prefilled Syringe,SY
ocean potion instant dry 50 mist sunscreen,ocean potion instant dry 50 mist sunscreen,0 18 ml niktimvo 50 mg/ml,85.5,C5978500,0.18 ML Niktimvo 50 MG/ML Injection,SY
oftaquix,oftaquix,iquix,80.0,C1589754,Iquix,BN
okitask,okitask,dok,72.0,C0719634,DOK,BN
okt3 antibodies,okt3 antibodies,digoxin antibodies fab fragments,85.5,C0700607,digoxin antibodies Fab fragments,IN
olanzapinactavis 5 mg filmcoated tablet,olanzapinactavis 5 mg filmcoated,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
olanzapina 2770a,olanzapina 2770a,olanzapine,85.26315789473685,C0171023,olanzapine,IN
olanzapina doc,olanzapina doc,olanzapine disintegrating oral,76.15384615384616,C1248714,OLANZapine Disintegrating Oral Tablet,TMSY
olanzapina teva,olanzapina teva,olanzapine,85.26315789473685,C0171023,olanzapine,IN
oligoelements pediatrique,oligoelements pediatrique,pediarix,78.75,C1170508,PEDIARIX,BN
olives k,olives k,bicarbonate 25 meq effervescent oral k plus care et,85.5,C0710492,potassium bicarbonate 25 MEQ Effervescent Oral Tablet [K Plus Care ET],SBD
omega 3 6 9,omega 3 6 9,0 05 ml lucentis 6 mg/ml prefilled syringe,85.5,C4692217,0.05 ML Lucentis 6 MG/ML Prefilled Syringe,SY
omega3 acids,omega3 acids,100 ml fish oil containing omega-3 acids 100 mg/ml,85.5,C4719561,100 ML fish oil (containing omega-3 acids) 100 MG/ML Injection,SCD
omega 3 acids,omega 3 acids,0 09 ml macugen 3 33 mg/ml prefilled syringe,85.5,C2938116,0.09 ML Macugen 3.33 MG/ML Prefilled Syringe,SY
omepral,omepral,omeprazole / bicarbonate,83.07692307692308,C1699911,omeprazole / sodium bicarbonate,MIN
omepral 00661201,omepral 00661201,paral,76.0,C0702207,Paral,BN
optidril,optidril,bidil,72.0,C0968130,Bidil,BN
optilova,optilova,optivar,80.0,C0876112,Optivar,BN
optimizette,optimizette,optimax,75.00000000000001,C0591911,Optimax,BN
optimizette 75 microgrammes comprime pellicule,optimizette 75 microgrammes comprime pellicule,0 75 ml chondroitin sulfates 40 mg/ml / hyaluronate 30 mg/ml prefilled syringe,85.5,C3245011,0.75 ML chondroitin sulfates 40 MG/ML / sodium hyaluronate 30 MG/ML Prefilled Syringe,SCD
optiray 300,optiray 300,0 2 ml lanreotide 300 mg/ml prefilled syringe,85.5,C1968403,0.2 ML lanreotide 300 MG/ML Prefilled Syringe,SCD
optison,optison,option 2 1 5 mg oral,83.07692307692308,C4080748,Option 2 1.5 MG Oral Tablet,SY
oracillin 00001802,oracillin 00001802,oracit,81.81818181818181,C0722284,Oracit,BN
orciprenaline,orciprenaline,valine,81.81818181818181,C0042285,valine,IN
orgametril,orgametril,metryl,75.00000000000001,C0721697,Metryl,BN
orozamudol,orozamudol,oil,72.0,C1947940,Oil,DF
ortho tri cyclen lo,ortho tri cyclen lo,168 hr ethinyl estradiol 0 00146 mg/hr / norelgestromin 0 00625 mg/hr transdermal system ortho evra,85.5,C1169678,168 HR ethinyl estradiol 0.00146 MG/HR / norelgestromin 0.00625 MG/HR Transdermal System [Ortho Evra],SBD
orthonovum 777,orthonovum 777,asa 81 mg / calcium carbonate 777 mg oral,85.5,C4048429,ASA 81 MG / Calcium Carbonate 777 MG Oral Tablet,SY
other chemotherapeutics other chemotherapeutics,other chemotherapeutics other chemotherapeutics,chemet,75.00000000000001,C0719256,Chemet,BN
other therapeutic products,other therapeutic products,2 20 ml iodine-131-tositumomab 1 1 mg/ml injectable / 2 16 1 ml tositumomab 14 mg/ml injectable pack bexxar therapeutic packaging,85.5,C1964812,{2 (20 ML) (iodine-131-tositumomab 1.1 MG/ML Injectable Solution) / 2 (16.1 ML) (tositumomab 14 MG/ML Injectable Solution) } Pack [Bexxar Therapeutic Packaging],BPCK
oxcarbazepin oxacarbazepine,oxcarbazepin oxacarbazepine,oxcarbazepine,86.4,C0069751,oxcarbazepine,IN
oxcarbazepin 1 a pharma,oxcarbazepin 1 a pharma,oxcarbazepine,86.4,C0069751,oxcarbazepine,IN
oxifast,oxifast,oxyfast,85.71428571428572,C0722365,Oxyfast,BN
oxy cr tab,oxy cr,24 hr afeditab cr 60 mg extended release oral,85.5,C1629870,24 HR Afeditab CR 60 MG Extended Release Oral Tablet,SY
oxy maximum action face wash,oxy maximum action face wash,1 - 6 oz benzoyl peroxide 4 wash / 2 benzoyl peroxide 5 medicated bar soap,85.5,C2366106,1 - 6 oz benzoyl peroxide 4 % wash / 2 benzoyl peroxide 5 % Medicated Bar Soap,SY
ozex 01070602,ozex 01070602,rozex,80.0,C0592081,Rozex,BN
pafinur,pafinur,pafuramidine,75.00000000000001,C1872963,pafuramidine,IN
panangin,panangin,opana,80.0,C1723005,Opana,BN
pandemrix,pandemrix,pandel,81.81818181818181,C0722464,Pandel,BN
panipenem,panipenem,enema,80.0,C0993595,Enema,DF
pantol 00223901,pantol 00223901,nytol,76.0,C0591894,Nytol,BN
pantoprazolo teva 40 mg compresse gastroresistenti,pantoprazolo teva 40 mg compresse gastroresistenti,pantoprazole,86.08695652173914,C0081876,pantoprazole,IN
pantorc,pantorc,100 ml pantoprazole 0 4 mg/ml,77.14285714285715,C5888598,100 ML pantoprazole 0.4 MG/ML Injection,SCD
paracodina 1025 mgml gocce orali soluzione,paracodina 1025 mgml gocce orali soluzione,0 25 mg,77.14285714285715,C1371183,magnesium phosphate 0.25 MG,SCDC
pediavent 00942701,pediavent 00942701,pediaphen,74.11764705882352,C1951311,Pediaphen,BN
pegylated cf viii recombinant,pegylated cf viii recombinant,0 5 ml asparaginase erwinia chrysanthemi recombinant -rywn 20 mg/ml,85.5,C5540557,0.5 ML asparaginase Erwinia chrysanthemi (recombinant)-rywn 20 MG/ML Injection,SCD
pencillin,pencillin,penicillin g,85.71428571428572,C0030827,penicillin G,IN
peritoneal dialysis solution with 15 dextrose,peritoneal dialysis with 15 dextrose,0 5 ml mounjaro 15 mg/ml,85.5,C5781899,0.5 ML Mounjaro 15 MG/ML Injection,SY
peritoneal dialysis solution with 25 dextrose,peritoneal dialysis with 25 dextrose,0 25 mg,85.5,C1371183,magnesium phosphate 0.25 MG,SCDC
petnidan,petnidan,anx,72.0,C0718606,Anx,BN
pf06460031,pf06460031,p3e1,60.00000000000001,C0722398,P3E1,BN
pharmaton,pharmaton,acanthosepion cuttlefish preparation,74.11764705882352,C3486726,Acanthosepion cuttlefish preparation,SY
phenothiazine,phenothiazine,pentazine,81.81818181818181,C0722535,Pentazine,BN
phenprobamate,phenprobamate,meprobamate,83.33333333333334,C0025386,meprobamate,IN
physioneal 40 136 clearflex periton diyaliz cozeltisi,physioneal 40 136 clearflex periton diyaliz cozeltisi,0 05 ml aflibercept 40 mg/ml,85.5,C3248024,0.05 ML aflibercept 40 MG/ML Injection,SCD
physioneal 40 227 clearflex periton diyaliz cozeltisi,physioneal 40 227 clearflex periton diyaliz cozeltisi,0 05 ml aflibercept 40 mg/ml,85.5,C3248024,0.05 ML aflibercept 40 MG/ML Injection,SCD
physioneal 40 glukoza 136 mv 136 gml,physioneal 40 glukoza 136 mv 136 gml,0 05 ml aflibercept-ayyh 40 mg/ml prefilled syringe pavblu,85.5,C5965035,0.05 ML aflibercept-ayyh 40 MG/ML Prefilled Syringe [Pavblu],SBD
pine pollen mix,pine pollen mix,3 ml insulin aspart protamine human 70 unt/ml / insulin aspart human 30 unt/ml pen injector novolog mix,85.5,C2683547,"3 ML insulin aspart protamine, human 70 UNT/ML / insulin aspart, human 30 UNT/ML Pen Injector [NovoLog Mix]",SBD
pipril,pipril,pipracil,85.71428571428572,C0701912,Pipracil,BN
pirazinamida,pirazinamida,pyrazinamide,83.33333333333334,C0034239,pyrazinamide,IN
plantain sorrel mix,plantain sorrel mix,3 ml insulin aspart protamine human 70 unt/ml / insulin aspart human 30 unt/ml pen injector novolog mix,85.5,C2683547,"3 ML insulin aspart protamine, human 70 UNT/ML / insulin aspart, human 30 UNT/ML Pen Injector [NovoLog Mix]",SBD
plasil 00041902,plasil 00041902,plasmin,75.00000000000001,C0016016,plasmin,IN
pmsolanzapine,pmsolanzapine,olanzapine,86.95652173913044,C0171023,olanzapine,IN
pneumo 23,pneumo 23,pneumovax 23,85.71428571428572,C0947642,Pneumovax 23,BN
pocketbac antibacterial hand gel,pocketbac antibacterial hand gel,1 0 1 oz benzoyl peroxide 5 topical gel clear proof acne treatment / 1 1 oz salicylic acid 2 medicated liquid soap clear proof acne medication / 1 0 9 fl oz salicylic acid 2 topical clear proof acne medication pack clear proof acne to-go system,85.5,C3818190,{1 (0.1 OZ.) (Benzoyl Peroxide 5 % Topical Gel [Clear Proof Acne Treatment]) / 1 (1 OZ.) (Salicylic Acid 2 % Medicated Liquid Soap [Clear Proof Acne Medication]) / 1 (0.9 FL. OZ.) (Salicylic Acid 2 % Topical Solution [Clear Proof Acne Medication]) } Pack [Clear Proof Acne To-Go System],SY
pollens grasses bahia grass paspalum notatum,pollens grasses bahia grass paspalum notatum,anthoxanthum odoratum grass pollen extract 10 000 bau/ml injectable,85.5,C2684330,"Anthoxanthum odoratum grass pollen extract 10,000 BAU/ML Injectable Solution",SY
pollens weeds docksorrel mix,pollens weeds docksorrel mix,3 ml insulin aspart protamine human 70 unt/ml / insulin aspart human 30 unt/ml pen injector novolog mix,85.5,C2683547,"3 ML insulin aspart protamine, human 70 UNT/ML / insulin aspart, human 30 UNT/ML Pen Injector [NovoLog Mix]",SBD
pollens weeds kochia scoparia,pollens weeds kochia scoparia,bassia scoparia pollen extract 0 001 gm/ml injectable,85.5,C4735497,Bassia scoparia pollen extract 0.001 GM/ML Injectable Solution,SY
poly iclc,poly iclc,bacitracin / polymyxin b ophthalmic poly pact,85.5,C1614134,bacitracin / polymyxin B Ophthalmic Ointment [Poly Pact],SBDF
polymix 00271401,polymix 00271401,ipol,77.14285714285715,C0949109,Ipol,BN
polypeptides,polypeptides,fe heme polypeptide,86.08695652173914,C0938417,Fe heme polypeptide,IN
prenatal vitamins minerals nosvitamins nos,prenatal vitamins minerals nosvitamins nos,ascorbic acid / biotin / calcium carbonate / cupric oxide / ferrous fumarate / folic acid / magnesium oxide / niacinamide / pantothenic acid / riboflavin / thiamine / vitamin a / vitamin b12 / vitamin b6 / vitamin e / zinc oxide oral prenatal rx 1,85.5,C2937428,ascorbic acid / biotin / calcium carbonate / cupric oxide / ferrous fumarate / folic acid / magnesium oxide / niacinamide / pantothenic acid / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin B6 / vitamin E / zinc oxide Oral Tablet [Prenatal Rx 1],SBDF
preparation h cooling gel,preparation h cooling gel,0 5 ml diazepam 5 mg/ml rectal gel diastat,85.5,C1951506,0.5 ML diazepam 5 MG/ML Rectal Gel [Diastat],SBD
prexasertib,prexasertib,eprex,80.0,C0376539,Eprex,BN
priadel,priadel,fritillaria delavayi bulb extract,77.14285714285715,C3834051,Fritillaria delavayi bulb extract,IN
primene 10 amino acids solution for injection bottle,primene 10 amino acids for bottle,/ polyethylene glycol 3350 / chloride / chloride / powder for oral,85.5,C5828172,magnesium sulfate / polyethylene glycol 3350 / potassium chloride / sodium chloride / sodium sulfate Powder for Oral Solution,SCDF
proactiv,proactiv,prolactin,82.35294117647058,C0033371,prolactin,IN
proactiv cleansing body bar,proactiv cleansing body bar,1 - 6 oz benzoyl peroxide 4 wash / 2 benzoyl peroxide 5 medicated bar soap,85.5,C2366106,1 - 6 oz benzoyl peroxide 4 % wash / 2 benzoyl peroxide 5 % Medicated Bar Soap,SY
proactiv emergency blemish relief,proactiv emergency blemish relief,12 hr clemastine 1 34 mg extended release oral wal-hist 12 hr relief,85.5,C3643041,12 HR clemastine fumarate 1.34 MG Extended Release Oral Tablet [Wal-Hist 12 HR Relief],SBD
proactiv pore targeting treatment,proactiv pore targeting treatment,1 0 1 oz benzoyl peroxide 5 topical gel clear proof acne treatment / 1 1 oz salicylic acid 2 medicated liquid soap clear proof acne medication / 1 0 9 fl oz salicylic acid 2 topical clear proof acne medication pack clear proof acne to-go system,85.5,C3818190,{1 (0.1 OZ.) (Benzoyl Peroxide 5 % Topical Gel [Clear Proof Acne Treatment]) / 1 (1 OZ.) (Salicylic Acid 2 % Medicated Liquid Soap [Clear Proof Acne Medication]) / 1 (0.9 FL. OZ.) (Salicylic Acid 2 % Topical Solution [Clear Proof Acne Medication]) } Pack [Clear Proof Acne To-Go System],SY
proactiv skin purifying mask,proactiv skin purifying mask,1 50 ml salicylic acid 1 5 topical lotion olay professional skin clearing treatment / 1 75 ml salicylic acid 1 8 medicated liquid soap olay professional pore clarifying cleanser pack olay professional acne protocol,85.5,C3160625,{1 (50 ML) (salicylic acid 1.5 % Topical Lotion [Olay Professional Skin Clearing Treatment]) / 1 (75 ML) (salicylic acid 1.8 % Medicated Liquid Soap [Olay Professional Pore Clarifying Cleanser]) } Pack [Olay Professional Acne Protocol],SY
proactiv skin smoothing exfoliator,proactiv skin smoothing exfoliator,1 50 ml salicylic acid 1 5 topical lotion olay professional skin clearing treatment / 1 75 ml salicylic acid 1 8 medicated liquid soap olay professional pore clarifying cleanser pack olay professional acne protocol,85.5,C3160625,{1 (50 ML) (salicylic acid 1.5 % Topical Lotion [Olay Professional Skin Clearing Treatment]) / 1 (75 ML) (salicylic acid 1.8 % Medicated Liquid Soap [Olay Professional Pore Clarifying Cleanser]) } Pack [Olay Professional Acne Protocol],SY
proactiv 1 renewing cleanser,proactiv 1 renewing cleanser,0 1 ml adalimumab 100 mg/ml prefilled syringe,85.5,C4475067,0.1 ML adalimumab 100 MG/ML Prefilled Syringe,SCD
proactiv advanced blemish treatment,proactiv advanced blemish treatment,1 0 1 oz benzoyl peroxide 5 topical gel clear proof acne treatment / 1 1 oz salicylic acid 2 medicated liquid soap clear proof acne medication / 1 0 9 fl oz salicylic acid 2 topical clear proof acne medication pack clear proof acne to-go system,85.5,C3818190,{1 (0.1 OZ.) (Benzoyl Peroxide 5 % Topical Gel [Clear Proof Acne Treatment]) / 1 (1 OZ.) (Salicylic Acid 2 % Medicated Liquid Soap [Clear Proof Acne Medication]) / 1 (0.9 FL. OZ.) (Salicylic Acid 2 % Topical Solution [Clear Proof Acne Medication]) } Pack [Clear Proof Acne To-Go System],SY
proactiv deep cleansing wash,proactiv deep cleansing wash,bp cleansing wash,87.27272727272728,C2364917,BP Cleansing Wash,BN
proactiv plus cleansing body bar,proactiv plus cleansing body bar,1 - 6 oz benzoyl peroxide 4 wash / 2 benzoyl peroxide 5 medicated bar soap,85.5,C2366106,1 - 6 oz benzoyl peroxide 4 % wash / 2 benzoyl peroxide 5 % Medicated Bar Soap,SY
proactiv plus emergency blemish relief,proactiv plus emergency blemish relief,1 42500 mg hydrocortisone 0 01 mg/mg topical gel / 1 60000 mg ketoconazole 20 mg/ml topical pack ketocon plus,85.5,C2939962,{1 (42500 MG) (hydrocortisone 0.01 MG/MG Topical Gel) / 1 (60000 MG) (ketoconazole 20 MG/ML Topical Cream) } Pack [Ketocon Plus],BPCK
proactiv plus pore targeting treatment,proactiv plus pore targeting treatment,1 0 1 oz benzoyl peroxide 5 topical gel clear proof acne treatment / 1 1 oz salicylic acid 2 medicated liquid soap clear proof acne medication / 1 0 9 fl oz salicylic acid 2 topical clear proof acne medication pack clear proof acne to-go system,85.5,C3818190,{1 (0.1 OZ.) (Benzoyl Peroxide 5 % Topical Gel [Clear Proof Acne Treatment]) / 1 (1 OZ.) (Salicylic Acid 2 % Medicated Liquid Soap [Clear Proof Acne Medication]) / 1 (0.9 FL. OZ.) (Salicylic Acid 2 % Topical Solution [Clear Proof Acne Medication]) } Pack [Clear Proof Acne To-Go System],SY
proactiv plus skin purifying mask,proactiv plus skin purifying mask,1 42500 mg hydrocortisone 0 01 mg/mg topical gel / 1 60000 mg ketoconazole 20 mg/ml topical pack ketocon plus,85.5,C2939962,{1 (42500 MG) (hydrocortisone 0.01 MG/MG Topical Gel) / 1 (60000 MG) (ketoconazole 20 MG/ML Topical Cream) } Pack [Ketocon Plus],BPCK
proactiv refining mask,proactiv refining mask,benzac acne solutions 0 5 skin refining mask,85.5,C3871756,Benzac Acne Solutions 0.5 % Skin Refining Mask,SY
proactiv renewing cleanser,proactiv renewing cleanser,allantoin / benzethonium chloride topical berberex wound cleanser,85.5,C5839648,allantoin / benzethonium chloride Topical Solution [Berberex Wound Cleanser],SBDFP
proactiv repairing treatment,proactiv repairing treatment,1 50 ml salicylic acid 1 5 topical lotion olay professional skin clearing treatment / 1 75 ml salicylic acid 1 8 medicated liquid soap olay professional pore clarifying cleanser pack olay professional acne protocol,85.5,C3160625,{1 (50 ML) (salicylic acid 1.5 % Topical Lotion [Olay Professional Skin Clearing Treatment]) / 1 (75 ML) (salicylic acid 1.8 % Medicated Liquid Soap [Olay Professional Pore Clarifying Cleanser]) } Pack [Olay Professional Acne Protocol],SY
proactiv skin lightening,proactiv skin lightening,aloe vesta skin conditioner 3 topical lotion,85.5,C2947382,ALOE VESTA Skin Conditioner 3 % Topical Lotion,PSN
proactiv solution,proactiv,prolactin,82.35294117647058,C0033371,prolactin,IN
proactiv solution blackhead dissolving,proactiv blackhead dissolving,clearskin blackhead eliminating 0 5 deep treatment mask,85.5,C2961673,Clearskin Blackhead Eliminating 0.5 % Deep Treatment Mask,SY
proactiv solution daily protection plus sunscreen spf 30,proactiv daily protection plus sunscreen spf 30,0 05 mg/mg / fluoride 0 011 mg/mg toothpaste fluoridex daily defense sensitivity,85.5,C1737900,potassium nitrate 0.05 MG/MG / sodium fluoride 0.011 MG/MG Toothpaste [Fluoridex Daily Defense Sensitivity],SBD
proactiv solution dark spot corrector,proactiv dark spot corrector,acpuris intensive spot treatment 2 topical,85.5,C2979800,Acpuris Intensive Spot Treatment 2 % Topical Cream,SY
proactiv solution deep cleansing wash,proactiv deep cleansing wash,bp cleansing wash,87.27272727272728,C2364917,BP Cleansing Wash,BN
proactiv solution oil free moisture spf 15,proactiv oil free moisture spf 15,0 15 ml methotrexate 50 mg/ml auto-injector rasuvo,85.5,C3848344,0.15 ML methotrexate 50 MG/ML Auto-Injector [Rasuvo],SBD
proactiv solution refining mask,proactiv refining mask,benzac acne solutions 0 5 skin refining mask,85.5,C3871756,Benzac Acne Solutions 0.5 % Skin Refining Mask,SY
proactive,proactive,prozac,81.81818181818181,C0162373,PROzac,TMSY
proactive renewing cleanser,proactive renewing cleanser,1 50 ml salicylic acid 1 5 topical lotion olay professional skin clearing treatment / 1 75 ml salicylic acid 1 8 medicated liquid soap olay professional pore clarifying cleanser pack olay professional acne protocol,85.5,C3160625,{1 (50 ML) (salicylic acid 1.5 % Topical Lotion [Olay Professional Skin Clearing Treatment]) / 1 (75 ML) (salicylic acid 1.8 % Medicated Liquid Soap [Olay Professional Pore Clarifying Cleanser]) } Pack [Olay Professional Acne Protocol],SY
proactivplus skin smoothing exfoliator,proactivplus skin smoothing exfoliator,1 50 ml salicylic acid 1 5 topical lotion olay professional skin clearing treatment / 1 75 ml salicylic acid 1 8 medicated liquid soap olay professional pore clarifying cleanser pack olay professional acne protocol,85.5,C3160625,{1 (50 ML) (salicylic acid 1.5 % Topical Lotion [Olay Professional Skin Clearing Treatment]) / 1 (75 ML) (salicylic acid 1.8 % Medicated Liquid Soap [Olay Professional Pore Clarifying Cleanser]) } Pack [Olay Professional Acne Protocol],SY
procytox 2000 mgvial,procytox 2000 mgvial,0 5 ml epo 2000 unt/ml prefilled syringe,85.5,C0543316,0.5 ML EPO 2000 UNT/ML Prefilled Syringe,SY
profenid,profenid,profender 1 98 / 7 94 topical,84.0,C2729539,Profender 1.98 % / 7.94 % Topical Solution,PSN
proneurin,proneurin,proin,80.0,C3205654,Proin,BN
proneurin 25,proneurin 25,0 25 mg,85.5,C1371183,magnesium phosphate 0.25 MG,SCDC
prothazin,prothazin,promethazine,85.71428571428572,C0033405,promethazine,IN
prozin 00011902,prozin 00011902,prozinc,83.07692307692308,C2747667,ProZinc,BN
psilocybin,psilocybin,silybin,82.35294117647058,C0600334,silybin,IN
psilocybine,psilocybine,yobine,81.81818181818181,C3257319,Yobine,BN
pudilan xiaoyan,pudilan xiaoyan,anx,72.0,C0718606,Anx,BN
pyrazynamid,pyrazynamid,pyrazinamide,86.95652173913044,C0034239,pyrazinamide,IN
pamisol,pamisol,levamisole 50 mg ergamisol,83.07692307692308,C1599560,levamisole 50 MG [Ergamisol],SBDC
paranox,paranox,pranoxen continus,83.07692307692308,C1186768,Pranoxen Continus,BN
paroxetin aurobindo filmcoated tablet 20mg,paroxetin aurobindo filmcoated 20mg,paroxetine,85.26315789473685,C0070122,paroxetine,IN
pediaven aphp,pediaven aphp,pce,72.0,C1588205,PCE,BN
petibelle,petibelle,pce,72.0,C1588205,PCE,BN
phosphenytoin,phosphenytoin,fosphenytoin,88.0,C0244656,fosphenytoin,IN
plasil,plasil,reserpine 0 1 mg oral serpasil,81.81818181818181,C0350137,reserpine 0.1 MG Oral Tablet [Serpasil],SBD
prodif 100,prodif 100,0 1 ml adalimumab 100 mg/ml prefilled syringe,85.5,C4475067,0.1 ML adalimumab 100 MG/ML Prefilled Syringe,SCD
qpap extra strength,qpap extra strength,genapap extra strength,87.8048780487805,C0720610,Genapap Extra Strength,BN
qge031,qge031,24 hr asenapine 0 317 mg/hr transdermal system,60.00000000000001,C5210625,24 HR asenapine 0.317 MG/HR Transdermal System,SCD
qi wei,qi wei,allercaine with bittran ii 2 4 / 0 1 topical,60.00000000000001,C3643139,Allercaine with Bittran II 2.4 % / 0.1 % Topical Spray,PSN
quanfacine er 3mg,quanfacine 3mg,guanfacine 3 mg,89.65517241379311,C2721793,guanFACINE 3 MG,TMSY
quasense watson pharmaceuticals,quasense watson pharmaceuticals,84 ethinyl estradiol 0 03 mg / levonorgestrel 0 15 mg oral / 7 inert ingredients 1 mg oral pack quasense 91 day,85.5,C1814890,{84 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Quasense 91 Day],BPCK
quetiapin accord,quetiapin accord,quetiapine,85.26315789473685,C0123091,quetiapine,IN
quetiapinhormosan 400 mg retardtabletten,quetiapinhormosan 400 mg retardtabletten,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
quetiapina doc generici compresse rivestite con film,quetiapina doc generici compresse rivestite con film,2 apomorphine 10 mg sublingual film / 2 apomorphine 15 mg sublingual film / 2 apomorphine 20 mg sublingual film / 2 apomorphine 25 mg sublingual film / 2 apomorphine 30 mg sublingual film pack,85.5,C5384308,{2 (apomorphine hydrochloride 10 MG Sublingual Film) / 2 (apomorphine hydrochloride 15 MG Sublingual Film) / 2 (apomorphine hydrochloride 20 MG Sublingual Film) / 2 (apomorphine hydrochloride 25 MG Sublingual Film) / 2 (apomorphine hydrochloride 30 MG Sublingual Film) } Pack,GPCK
quetiapina teva teva italia srl,quetiapina teva teva italia srl,quetiapine,85.26315789473685,C0123091,quetiapine,IN
quetiapina teva italia 50 mg compresse a rilascio prolungato,quetiapina teva italia 50 mg compresse a rilascio prolungato,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
quetiapin pfizer,quetiapin pfizer,quetiapine,85.26315789473685,C0123091,quetiapine,IN
quetiapin ratiopharm 400 mg retardtabletten,quetiapin ratiopharm 400 mg retardtabletten,-profen 200 mg oral,85.5,C0708082,Cap-Profen 200 MG Oral Tablet,SY
