raw_drug,query,matched_str,score,CUI,Preferred_STR,Preferred_TTY
isovue 300,isovue 300,isonarif isoniazid 150 mg / rifampin 300 mg oral,85.5,C1694233,IsonaRif (isoniazid 150 MG / rifampin 300 MG) Oral Capsule,SY
ivy extract,ivy extract,ivy block 5 topical lotion,85.5,C0713313,Ivy Block 5 % Topical Lotion,PSN
ivy hedera helix leaf,ivy hedera helix leaf,ivy block,85.5,C1097604,Ivy Block,BN
insulin pump,insulin pump,insulin analog aspart 100 unt/ml injectable,85.5,C0977802,"insulin analog, aspart 100 UNT/ML Injectable Solution",SY
jakavi ruxolitinib,jakavi ruxolitinib,jakafi as ruxolitinib phosphate 10 mg oral,85.5,C3247918,Jakafi (as ruxolitinib phosphate) 10 MG Oral Tablet,SY
junior strength ibuprofen,junior strength ibuprofen,junior maalox plus antigas calcium carbonate 400 mg / simethicone 24 mg chewable,85.5,C1949595,Junior Maalox Plus Antigas (calcium carbonate 400 MG / simethicone 24 MG) Chewable Tablet,SY
k chloride,k chloride,k norm,85.5,C0721184,K Norm,BN
kids sunscreen lotion up up,kids sunscreen lotion up up,kids crest cavity protection 0 22 mg/ml mouthwash,85.5,C3700739,Kids Crest Cavity Protection 0.22 MG/ML Mouthwash,SY
kinecteen 27 mg,kinecteen 27 mg,kineret 100 mg in 0 67 ml prefilled syringe,85.5,C1615182,Kineret 100 MG in 0.67 ML Prefilled Syringe,PSN
kiovig 1 g10 ml,kiovig 1 g10 ml,kionex 15 gm in 60 ml oral or rectal,85.5,C1951501,Kionex 15 GM in 60 mL Oral or Rectal Suspension,PSN
kiovig liquid10solution for infusionvial glass immnoglobulin normal human solution fo infusion,kiovig liquid10solution for infusionvial glass immnoglobulin normal human fo infusion,kionex 15000 mg powder for oral,85.5,C5235003,Kionex 15000 MG Powder for Oral Suspension,PSN
klonipin,klonipin,klonopin,87.5,C0699315,Klonopin,BN
konsenidat 18 mg prolonged release tablet,konsenidat 18 mg prolonged release,konsyl 520 mg oral,85.5,C3152574,Konsyl 520 MG Oral Capsule,SY
kinecteen 18 mg,kinecteen 18 mg,kineret 100 mg in 0 67 ml prefilled syringe,85.5,C1615182,Kineret 100 MG in 0.67 ML Prefilled Syringe,PSN
lamotrigin hexal,lamotrigin hexal,lamotrigine,81.4814814814815,C0064636,lamotrigine,IN
lanvis 40 mg,lanvis 40 mg,lanabiotic 400 unt / 3 5 mg / 10 000 unt / 10 mg per gm topical,85.5,C0875710,"LANABIOTIC 400 UNT / 3.5 MG / 10,000 UNT / 10 MG per GM Topical Ointment",PSN
lasilix 00032601,lasilix 00032601,lasix,80.0,C0699992,Lasix,BN
lasilix furosemide,lasilix furosemide,lasix,80.0,C0699992,Lasix,BN
leukerin,leukerin,leukeran,87.5,C0699996,Leukeran,BN
leuprorelin acetate,leuprorelin acetate,leuprolide acetate,86.48648648648648,C0700596,leuprolide acetate,PIN
levaxin,levaxin,levaquin,80.0,C0721336,Levaquin,BN
leveteracitam,leveteracitam,levetiracetam,84.61538461538461,C0377265,levetiracetam,IN
leviteracetam,leviteracetam,levetiracetam,84.61538461538461,C0377265,levetiracetam,IN
levocarnil 1 g5 ml solution injectable en ampoule,levocarnil 1 g5 ml injectable en ampoule,levafen injectable product,85.5,C5222300,Levafen Injectable Product,SBDG
levofolinate,levofolinate,levomefolate,83.33333333333334,C2939773,levomefolate,IN
levofolinate de calcium,levofolinate de calcium,levoleucovorin as levoleucovorin calcium 175 mg,85.5,C4292926,levoleucovorin (as levoleucovorin calcium) 175 MG Injection,SY
levofolinate calcium levofolinate,levofolinate calcium levofolinate,levoleucovorin as levoleucovorin calcium 175 mg per 17 5 ml,85.5,C4048837,levoleucovorin (as levoleucovorin calcium) 175 MG per 17.5 mL Injection,SY
levonordefrinmepivacaine hydrochloride,levonordefrinmepivacaine hydrochloride,levamisole hydrochloride,85.5,C0733383,levamisole hydrochloride,PIN
levothyrox 100,levothyrox 100,levafen 100 mg chewable,85.5,C4475128,Levafen 100 MG Chewable Tablet,PSN
levothyrox 125,levothyrox 125,levobupivacaine hydrochloride 125 mg per 100 ml injectable,85.5,C1633996,levobupivacaine hydrochloride 125 MG per 100 ML Injectable Solution,SY
levothyrox 125 microgrammes comprime secable,levothyrox 125 microgrammes comprime secable,levo-t 0 125 mg oral,85.5,C0707577,Levo-T 0.125 MG Oral Tablet,SY
levothyroxine 25mcg,levothyroxine 25mcg,levo-t,81.81818181818181,C0721340,Levo-T,BN
levothyroxine 375mcg,levothyroxine 375mcg,levo-t,81.81818181818181,C0721340,Levo-T,BN
levothyroxine 50 mcg,levothyroxine 50 mcg,levamisole 50 mg oral ergamisol,85.5,C0707345,levamisole 50 MG Oral Tablet [Ergamisol],SBD
levothyroxine sodium tablets usp,levothyroxine sodium usp,levo-t,81.81818181818181,C0721340,Levo-T,BN
levotiroxina 1842a levothyroxine,levotiroxina 1842a levothyroxine,levo-t,81.81818181818181,C0721340,Levo-T,BN
levotomin,levotomin,levo-t,81.81818181818181,C0721340,Levo-T,BN
levotonine,levotonine,levo-t,81.81818181818181,C0721340,Levo-T,BN
lice shampoo,lice shampoo,lice-aid shampoo,85.71428571428572,C0721356,Lice-Aid Shampoo,BN
linex baby probiotic,linex baby probiotic,linde,80.0,C1587924,Linde,BN
lipidol,lipidol,lipidro,85.71428571428572,C3538317,Lipidro,BN
lipiodol ultra fluide ethiodized oil,lipiodol ultra fluide ethiodized oil,lippia sidoides leaf oil,85.5,C5763099,Lippia sidoides leaf oil,IN
lipiodol ultra fluide ethiodized oil unknown,lipiodol ultra fluide ethiodized oil unknown,lippia sidoides leaf oil,85.5,C5763099,Lippia sidoides leaf oil,IN
locoidon,locoidon,locoid,85.71428571428572,C0126110,Locoid,BN
lomerizine hydrochloride,lomerizine hydrochloride,lomefloxacin as lomefloxacin hydrochloride 400 mg oral,85.5,C0978237,lomefloxacin (as lomefloxacin hydrochloride) 400 MG Oral Tablet,SY
lortuss dm,lortuss dm,lortuss ex 10 mg / 100 mg / 22 5 mg in 5 ml oral,85.5,C3192664,Lortuss EX 10 MG / 100 MG / 22.5 MG in 5 mL Oral Solution,PSN
lorzaar 25 mgml pulver und l sungsmittel zur herstellung einer suspe,lorzaar 25 mgml pulver und l sungsmittel zur herstellung einer suspe,lorbrena 25 mg oral,85.5,C4735291,LORBRENA 25 MG Oral Tablet,PSN
low calcium peritoneal dialysis solution with 15 dextrose,low calcium peritoneal dialysis with 15 dextrose,low sodium plus,85.5,C0721445,Low Sodium Plus,BN
low calcium peritoneal dialysis solution with 25 dextrose,low calcium peritoneal dialysis with 25 dextrose,low sodium plus,85.5,C0721445,Low Sodium Plus,BN
low molecular weight heparin,low molecular weight heparin,low sodium plus,85.5,C0721445,Low Sodium Plus,BN
low molecular weight heparin calcium salt,low molecular weight heparin calcium salt,low sodium plus,85.5,C0721445,Low Sodium Plus,BN
lucrin,lucrin,lucinactant,81.81818181818181,C1609686,lucinactant,IN
lymphocytes,lymphocytes,lymphocyte immune globulin anti-thymocyte equine 250 mg in 5 ml,85.71428571428571,C0689413,"lymphocyte immune globulin, anti-thymocyte, equine 250 MG in 5 mL Injection",PSN
lamitrigine aurobindo dispersible tablets 50mg,lamitrigine aurobindo dispersible 50mg,lamotrigine,81.81818181818181,C0064636,lamotrigine,IN
levox,levox,levo-dromoran 2 mg oral,80.0,C0707506,Levo-Dromoran 2 MG Oral Tablet,PSN
limas,limas,lima bean allergenic extract,80.0,C2722054,lima bean allergenic extract,IN
linezox,linezox,linezolid 100 mg in 5 ml oral,83.07692307692308,C0978210,linezolid 100 MG in 5 mL Oral Suspension,PSN
m m rvaxpro,m m rvaxpro,m a h,85.5,C0721482,M.A.H.,BN
magnescope intravenous injection 38 syringe 10ml,magnescope intravenous 38 syringe 10ml,magan,80.0,C0721519,Magan,BN
magnesium sulphate 50,magnesium sulphate 50,50 10 ml delandistrogene moxeparvovec-rokl 13300000000000 vector-genomes/ml elevidys pack elevidys kit 49 5 - 50 4 kg,85.5,C5816344,{50 (10 ML delandistrogene moxeparvovec-rokl 13300000000000 VECTOR-GENOMES/ML Injection [Elevidys]) } Pack [Elevidys Kit 49.5 - 50.4 KG],BPCK
magnevist,magnevist,magan,80.0,C0721519,Magan,BN
malacef,malacef,malacetic 1 / 0 15 medicated shampoo,83.07692307692308,C4689450,MalAcetic 1 % / 0.15 % Medicated Shampoo,PSN
maple pollen mixture,maple pollen mixture,maple leaf sycamore pollen extract,85.5,C2741301,maple leaf sycamore pollen extract,IN
marihuana,marihuana,marijuana pollen extract,80.0,C4688890,marijuana pollen extract,SY
matrifen,matrifen,matrine,80.0,C0065751,matrine,IN
maviret,maviret,mavyret,85.71428571428572,C4519577,Mavyret,BN
mepact,mepact,mepacrine,81.81818181818181,C0034403,mepacrine,SY
mepoluzimab,mepoluzimab,mepolizumab,81.81818181818181,C0969324,mepolizumab,IN
meptin,meptin,meptid,83.33333333333334,C0731201,Meptid,BN
merogram 1000 mg injection usp,merogram 1000 mg usp,merbromin 10 mg / penicillin g 100000 unt oral,85.5,C1358806,merbromin 10 MG / penicillin G 100000 UNT Oral Tablet,SCD
metact,metact,metacam 0 5 mg in 1 ml oral,81.81818181818181,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
metamizol 06276702,metamizol 06276702,metamizole,85.26315789473685,C3714569,metamizole sodium,PIN
methotrexate 12 mg,methotrexate 12 mg,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
methotrexate 25 mg compresse,methotrexate 25 mg compresse,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
methotrexate 25mgml solution for injection,methotrexate 25mgml for,methadone hcl 10 mg in 1 ml concentrate for oral,85.5,C0978495,methadone HCl 10 MG in 1 mL Concentrate for Oral Solution,PSN
methotrexate biodim 25 mgml solution injectable,methotrexate biodim 25 mgml injectable,metaproterenol injectable,85.5,C1246856,metaproterenol Injectable Solution,SCDF
methotrexate sodium methotrexate sodium,methotrexate sodium methotrexate sodium,metamizole sodium,85.5,C3714569,metamizole sodium,PIN
methotrexate sodium for injection,methotrexate sodium for,methadone hcl 10 mg in 1 ml concentrate for oral,85.5,C0978495,methadone HCl 10 MG in 1 mL Concentrate for Oral Solution,PSN
methotrexate solution for injection 25 mgml,methotrexate for 25 mgml,metformin hydrochloride 1000 mg / sitagliptin 50 mg as sitagliptin phosphate monohydrate 64 25 mg oral,85.5,C1876536,metformin hydrochloride 1000 MG / sitagliptin 50 MG (as sitagliptin phosphate monohydrate 64.25 MG) Oral Tablet,SY
methotrexatemethotrexate sodium,methotrexatemethotrexate sodium,metamizole sodium,85.5,C3714569,metamizole sodium,PIN
methylene blue injection 1,methylene blue 1,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
methylergometrine methylergometrine maleate 02mg,methylergometrine methylergometrine maleate 02mg,metahistine d pheniramine maleate 4 mg / phenylpropanolamine hydrochloride 12 5 mg / phenyltoloxamine citrate 4 mg / pyrilamine maleate 4 mg per 5 ml oral,85.5,C0709025,Metahistine D (pheniramine maleate 4 MG / phenylpropanolamine hydrochloride 12.5 MG / phenyltoloxamine citrate 4 MG / pyrilamine maleate 4 MG) per 5 ML Oral Solution,SY
methylphenidate 27 mg watson,methylphenidate 27 mg watson,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
methylphenidate 54 mg mallinckrodt,methylphenidate 54 mg mallinckrodt,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
methylphenidate cd er 20mg caps,methylphenidate cd 20mg,metadate cd 10 mg 24 hr extended release oral,85.5,C1329879,Metadate CD 10 MG 24 HR Extended Release Oral Capsule,SY
methylphenidate er 27 mg mallinckrodt,methylphenidate 27 mg mallinckrodt,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
methylphenidate er 36 mg kremers urban,methylphenidate 36 mg kremers urban,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
methylphenidate hcl watson,methylphenidate hcl watson,metaglip 2 5 mg/250 mg glipizide / metformin hcl oral,85.5,C1169925,Metaglip 2.5 MG/250 MG (glipizide / metformin HCl) Oral Tablet,SY
methylphenidate hcl er xr cp24,methylphenidate hcl cp24,metaglip 2 5 mg/250 mg glipizide / metformin hcl oral,85.5,C1169925,Metaglip 2.5 MG/250 MG (glipizide / metformin HCl) Oral Tablet,SY
methylphenidate hcl er 27 mg and 36 mg mallinckrodt,methylphenidate hcl 27 mg and 36 mg mallinckrodt,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
methylphenidate hcl er capsules cd,methylphenidate hcl cd,metadate cd 10 mg 24 hr extended release oral,85.5,C1329879,Metadate CD 10 MG 24 HR Extended Release Oral Capsule,SY
methylphenidate hcl extendedrel,methylphenidate hcl extendedrel,metaglip 2 5 mg/250 mg glipizide / metformin hcl oral,85.5,C1169925,Metaglip 2.5 MG/250 MG (glipizide / metformin HCl) Oral Tablet,SY
methylphenidate hydrochloride ex 36 mg mallinckrodt,methylphenidate hydrochloride ex 36 mg mallinckrodt,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
methylphenidate hydrochloride ex 54 mg mallinckrodt,methylphenidate hydrochloride ex 54 mg mallinckrodt,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
methylphenidate hydrochloride extendedrelease,methylphenidate hydrochloride extendedrelease,metaclazepam hydrochloride,85.5,C0066040,metaclazepam hydrochloride,PIN
methylphenidate hydrochloride extendedrelease tablets usp nonspecif,methylphenidate hydrochloride extendedrelease usp nonspecif,metaclazepam hydrochloride,85.5,C0066040,metaclazepam hydrochloride,PIN
methylphenidate hydrochloride prolongedrelease tablet,methylphenidate hydrochloride prolongedrelease,metaclazepam hydrochloride,85.5,C0066040,metaclazepam hydrochloride,PIN
methylphenidatemethylphenidate hydrochloride,methylphenidatemethylphenidate hydrochloride,metaclazepam hydrochloride,85.5,C0066040,metaclazepam hydrochloride,PIN
methylprednisolone manufacturer unknown methylprednisolone sodium succinate methylprednisolone sodium succinate,methylprednisolone manufacturer unknown methylprednisolone sodium succinate methylprednisolone sodium succinate,metamizole sodium,85.5,C3714569,metamizole sodium,PIN
methylprednisolone sodium succinate for injection,methylprednisolone sodium succinate for,metamizole sodium,85.5,C3714569,metamizole sodium,PIN
metligine tablets 2 mg api only,metligine 2 mg api only,metaclazepam hydrochloride 10 mg oral,85.5,C1358751,metaclazepam hydrochloride 10 MG Oral Tablet,SCD
metronidazol tablet 500 mg milligram,metronidazol 500 mg milligram,metaclazepam 10 mg,85.5,C1577718,metaclazepam hydrochloride 10 MG,SCDC
metronidazole 500 mg 100 ml intravenous infusion,metronidazole 500 mg 100 ml intravenous infusion,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
metronidazole and sodium chloride injection,metronidazole and sodium chloride,metamizole sodium,85.5,C3714569,metamizole sodium,PIN
minims cyclopentolate,minims cyclopentolate,minims amethocaine hcl 1 ophthalmic,85.5,C0359656,Minims Amethocaine HCl 1 % Ophthalmic Solution,PSN
minims cyclopentolate hydrochloride 10,minims cyclopentolate hydrochloride 10,minaprine hydrochloride,85.5,C0771667,minaprine hydrochloride,PIN
minims cyclopentolate hydrochloride 10 wv eye drops solution,minims cyclopentolate hydrochloride 10 wv eye,minaprine hydrochloride,85.5,C0771667,minaprine hydrochloride,PIN
minims phenylephrine hydrochloride,minims phenylephrine hydrochloride,mineral oil / petrolatum / phenylephrine / shark liver oil,85.5,C2929216,mineral oil / petrolatum / phenylephrine / shark liver oil,MIN
minims phenylephrine hydrochloride 10,minims phenylephrine hydrochloride 10,minaprine hydrochloride,85.5,C0771667,minaprine hydrochloride,PIN
minims tropicamide,minims tropicamide,minims amethocaine hcl 1 ophthalmic,85.5,C0359656,Minims Amethocaine HCl 1 % Ophthalmic Solution,PSN
minomycin,minomycin,minocin,87.5,C0591806,Minocin,BN
miracle mineral solution,miracle mineral,miracle foot repair 0 1 topical,85.5,C3651489,Miracle Foot Repair 0.1 % Topical Cream,PSN
mitiglinide,mitiglinide,mitigo,81.81818181818181,C4723083,Mitigo,BN
mitiglinide calcium,mitiglinide calcium,mitigo,81.81818181818181,C4723083,Mitigo,BN
mitoxantron 00661301,mitoxantron 00661301,mitoxantrone,86.08695652173914,C0026259,mitoxantrone,IN
mold mix 10,mold mix 10,mold extract 10 mg/ml,85.5,C1144795,mold extract 10 MG/ML,SCDC
monoclonal antibodies,monoclonal antibodies,monocal,83.07692307692308,C0721784,Monocal,BN
monoclonal antibody ch1418,monoclonal antibody ch1418,monocal,83.07692307692308,C0721784,Monocal,BN
monodex,monodex,monodox,85.71428571428572,C0721785,Monodox,BN
monoflocet 200 mg comprime pellicule,monoflocet 200 mg comprime pellicule,mondoxyne 100 mg oral,85.5,C4051483,Mondoxyne 100 MG Oral Capsule,SY
montelair hexal,montelair hexal,monit,80.0,C0590695,Monit,BN
monteplase,monteplase,monit,80.0,C0590695,Monit,BN
mucospas,mucospas,mucosal,80.0,C1154183,Mucosal Spray,DF
mucosta,mucosta,mucosal,85.71428571428572,C1154183,Mucosal Spray,DF
multicrom 2 collyre en solution,multicrom 2 collyre en,multigen ascorbate 150 mg / threonate 2 mg / ferrous asparto glycinate 70 mg / liver stomach concentrate 50 mg / succinic acid 75 mg / cyanocobalamin 0 01 mg oral,85.5,C2356122,Multigen (calcium ascorbate 150 MG / calcium threonate 2 MG / ferrous asparto glycinate 70 MG / liver stomach concentrate 50 MG / succinic acid 75 MG / cyanocobalamin 0.01 MG) Oral Tablet,SY
muphoran 208 mg,muphoran 208 mg,mupirocin 20 mg per gm topical,85.5,C0358142,mupirocin 20 MG per GM Topical Ointment,SY
mycofenolzuur sandoz 180 mg maagsapresistente tabletten,mycofenolzuur sandoz 180 mg maagsapresistente tabletten,mycamine 100 mg,85.5,C1813086,Mycamine 100 MG Injection,PSN
medium and long chain fat emulsion injection c824 20,medium and long chain fat emulsion c824 20,mederma pm 20 mg/ml topical,85.5,C3692987,Mederma PM 20 MG/ML Topical Cream,SY
metex,metex,metenix,83.33333333333334,C1323212,Metenix,BN
methyl prednisolone,methyl prednisolone,methacholine / methyl salicylate,85.5,C1875485,methacholine / methyl salicylate,MIN
methylphenidate cd,methylphenidate cd,metadate cd 10 mg 24 hr extended release oral,85.5,C1329879,Metadate CD 10 MG 24 HR Extended Release Oral Capsule,SY
methylphenidate hydrochloride aellc,methylphenidate hydrochloride aellc,metahistine d pheniramine maleate 4 mg / phenylpropanolamine hydrochloride 12 5 mg / phenyltoloxamine citrate 4 mg / pyrilamine maleate 4 mg per 5 ml oral,85.5,C0709025,Metahistine D (pheniramine maleate 4 MG / phenylpropanolamine hydrochloride 12.5 MG / phenyltoloxamine citrate 4 MG / pyrilamine maleate 4 MG) per 5 ML Oral Solution,SY
methylphenidate hydrochloride actavis laboratories fl,methylphenidate hydrochloride actavis laboratories fl,metaclazepam hydrochloride,85.5,C0066040,metaclazepam hydrochloride,PIN
methylphenidate hydrochloride watson laboratories,methylphenidate hydrochloride watson laboratories,metaclazepam hydrochloride,85.5,C0066040,metaclazepam hydrochloride,PIN
methylphenidate hydrochloride extendedrelease tablets,methylphenidate hydrochloride extendedrelease,metaclazepam hydrochloride,85.5,C0066040,metaclazepam hydrochloride,PIN
methylphenidate hydrochloride extended release tablets usp non specif,methylphenidate hydrochloride extended release usp non specif,metaclazepam hydrochloride,85.5,C0066040,metaclazepam hydrochloride,PIN
methylphenidate hydrochloride usp,methylphenidate hydrochloride usp,metahistine d pheniramine maleate 4 mg / phenylpropanolamine hydrochloride 12 5 mg / phenyltoloxamine citrate 4 mg / pyrilamine maleate 4 mg per 5 ml oral,85.5,C0709025,Metahistine D (pheniramine maleate 4 MG / phenylpropanolamine hydrochloride 12.5 MG / phenyltoloxamine citrate 4 MG / pyrilamine maleate 4 MG) per 5 ML Oral Solution,SY
metronidazole injection usp 5 mgml in pab plastic container nda 0,metronidazole usp 5 mgml in pab plastic container nda 0,metacam 0 5 mg in 1 ml oral,85.5,C2980181,Metacam 0.5 MG in 1 mL Oral Suspension,PSN
mg sulphate,mg sulphate,mg 217,85.5,C0721495,MG 217,BN
nalfurafine hydrochloride,nalfurafine hydrochloride,nalbuphine hydrochloride,85.71428571428572,C0600099,nalbuphine hydrochloride,PIN
natural honey herb cough suppressant throat drops,natural honey herb cough suppressant throat,natural graphite,85.5,C0302933,natural graphite,IN
naxitamabgqgk,naxitamabgqgk,naxitamab,81.81818181818181,C4733494,naxitamab,IN
nebacetin,nebacetin,nebcin,80.0,C0701392,Nebcin,BN
nelarabina 8095a,nelarabina 8095a,nelarabine,85.26315789473685,C0907349,nelarabine,IN
neoparen,neoparen,neoprofen,82.35294117647058,C1712051,Neoprofen,BN
nephro vite 01801401,nephro vite 01801401,nephro calci,85.5,C0722051,Nephro Calci,BN
neurophen ibuprofen,neurophen ibuprofen,neupro,81.81818181818181,C1949346,Neupro,BN
neurotropin,neurotropin,neurotrophin 3,88.0,C0083735,neurotrophin 3,IN
neurotropin 00398601,neurotropin 00398601,neupro,81.81818181818181,C1949346,Neupro,BN
neuroxin botulinum toxin type a,neuroxin botulinum toxin type a,neupro,81.81818181818181,C1949346,Neupro,BN
neutrogena wet skin kids beach and pool sunscreen broad spectrum spf 70 plus,neutrogena wet skin kids beach and pool sunscreen broad spectrum spf 70 plus,neutramaxx 500 plus turbo 1 1 dental gel,85.5,C3247285,NeutraMaxx 500 Plus Turbo 1.1 % Dental Gel,PSN
neutrogin,neutrogin,neutrogena t/gel therapeutic 2 medicated conditioner,80.0,C3665564,Neutrogena T/Gel Therapeutic 2 % Medicated Conditioner,PSN
new pollen weed mx,new pollen weed mx,new coccine,85.5,C0068660,new coccine,IN
nexiam,nexiam,nexium,83.33333333333334,C0939400,Nexium,BN
nicotinell,nicotinell,nicotine,88.88888888888889,C0028040,nicotine,IN
nicozid,nicozid,nicomide,80.0,C1170431,Nicomide,BN
nitrous oxide medicinal nitrous oxide,nitrous oxide medicinal nitrous oxide,nitric oxide,85.5,C0028128,nitric oxide,IN
nitrous oxide woxygen,nitrous oxide woxygen,nitric oxide,85.5,C0028128,nitric oxide,IN
nitrous oxideoxygen,nitrous oxideoxygen,nitrol,81.81818181818181,C0699237,Nitrol,BN
no drug name,no drug name,no dolo,85.5,C1588764,No Dolo,BN
nonacog gamma,nonacog gamma,nonacog alfa 1 unt benefix,85.5,C1877261,nonacog alfa 1 UNT Injection [BeneFIX],SBD
normix,normix,normiflo 10000 unt/ml injectable,81.81818181818181,C0715321,Normiflo 10000 UNT/ML Injectable Solution,SY
norspan,norspan,norplant,80.0,C1145675,Norplant,BN
nospin,nospin,noscapine,80.0,C0028426,noscapine,IN
novastan,novastan,novasal,80.0,C1330427,Novasal,BN
novoclavamoxin 250,novoclavamoxin 250,novobiocin 250 mg albamycin,85.5,C1604809,novobiocin 250 MG [Albamycin],SBDC
novosalbutamol hfa,novosalbutamol hfa,novox,80.0,C2756588,Novox,BN
novocalmin,novocalmin,novocaine,84.21052631578947,C0028460,Novocaine,BN
novocalmin suppositories,novocalmin suppositories,novox,80.0,C2756588,Novox,BN
novomix,novomix,novox,83.33333333333334,C2756588,Novox,BN
novopulmon novolizer,novopulmon novolizer,novox,80.0,C2756588,Novox,BN
novorapid penfill,novorapid penfill,novolin n 100 unt/ml 3 ml penfill,85.5,C1949548,Novolin N 100 UNT/ML 3 ML PenFill,SY
nu lotan tablets 50mg,nu lotan 50mg,nu skin clear action,85.5,C2947784,Nu Skin Clear Action,BN
nurofen febbre e dolore bambini 100 mg 5 ml sospensione orale,nurofen febbre e dolore bambini 100 mg 5 ml sospensione orale,nurofen advance,85.5,C0731527,Nurofen Advance,BN
nurofen febre e dolore,nurofen febre e dolore,nurofen for children 20 mg/ml oral,85.5,C0732062,Nurofen For Children 20 MG/ML Oral Suspension,SY
neulastim,neulastim,neulasta,82.35294117647058,C1171279,Neulasta,BN
nitrous oxide generic,nitrous oxide generic,nitric oxide,85.5,C0028128,nitric oxide,IN
nonvalproic acid,nonvalproic acid,nonanoic acid,82.75862068965517,C0070210,nonanoic acid,SY
olives,olives,olive leaf extract,81.81818181818181,C1364955,olive leaf extract,IN
omega 3 acid ethyl esters,omega 3 acid ethyl esters,omega-3 acid ethyl esters usp,88.88888888888889,C1532673,omega-3 acid ethyl esters (USP),IN
omeprazol 2141a,omeprazol 2141a,omeprazole,85.26315789473685,C0028978,omeprazole,IN
omeprazol arrow,omeprazol arrow,omeprazole,85.26315789473685,C0028978,omeprazole,IN
omeprazol magistral formula,omeprazol magistral formula,omeprazole,85.26315789473685,C0028978,omeprazole,IN
one duro,one duro,one gel sport,85.5,C3854908,One Gel Sport,BN
one duro patch fentanyl,one duro patch fentanyl,one gel sport,85.5,C3854908,One Gel Sport,BN
optimark,optimark,optimax,80.0,C0591911,Optimax,BN
optipax fenazona clorhidratol 40 mg biocodex,optipax fenazona clorhidratol 40 mg biocodex,optase castor oil 788 mg / peruvian balsam 87 mg / trypsin 0 12 mg per gm topical gel,85.5,C1711702,Optase (castor oil 788 MG / Peruvian balsam 87 MG / trypsin 0.12 MG ) per GM Topical Gel,SY
oracillin phenoxymethylpenicillin potassium,oracillin phenoxymethylpenicillin potassium,oracit,81.81818181818181,C0722284,Oracit,BN
oracilline,oracilline,oracit,81.81818181818181,C0722284,Oracit,BN
oracilline 00001801,oracilline 00001801,oracit,81.81818181818181,C0722284,Oracit,BN
oracilline phenoxymethylpenicillin,oracilline phenoxymethylpenicillin,oracit,81.81818181818181,C0722284,Oracit,BN
oracilline phenoxymethylpenicillin benzathine,oracilline phenoxymethylpenicillin benzathine,oracit,81.81818181818181,C0722284,Oracit,BN
orgatrax,orgatrax,orgaran,80.0,C0163842,Orgaran,BN
oritivancin oritivancin trial,oritivancin oritivancin trial,oritavancin,81.81818181818181,C1144403,oritavancin,IN
oseltamavir 6mgml,oseltamavir 6mgml,oseltamivir 6 mg/ml,88.88888888888889,C3163072,oseltamivir 6 MG/ML,SCDC
ospen,ospen,osphena,83.33333333333334,C3537519,Osphena,BN
oxarol,oxarol,oxaceprol,80.0,C0064164,oxaceprol,IN
oxid dusny,oxid dusny,oxide,80.0,C0064990,calcium oxide,IN
oxybutinine,oxybutinine,oxybutynin,85.71428571428572,C0069805,oxybutynin,IN
para aminosalicylic acid,para aminosalicylic acid,para grass pollen extract 100 mg/ml injectable,85.5,C2730267,para grass pollen extract 100 MG/ML Injectable Solution,PSN
paracetamol paracetamol,paracetamol paracetamol,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamol codeine,paracetamol codeine,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamol g gam,paracetamol g gam,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamol sandoz,paracetamol sandoz,paracetamol 500 mg / metoclopramide as hydrochloride 5 mg oral,85.5,C0793514,paracetamol 500 MG / metoclopramide (as hydrochloride) 5 MG Oral Tablet,SY
paracetamolcodeine,paracetamolcodeine,paracets,84.0,C0591949,Paracets,BN
