UMLS_CUI,Preferred_Term,MS_flag,FAERS_flag,MPRINT_flag
C0771827,remifentanil hydrochloride,1,1,0
C0246689,repaglinide,1,1,0
C0073085,resorcinol,1,0,0
C0073096,resveratrol,1,0,0
C1703334,retapamulin,1,0,0
C0073188,Rho(D) immune globulin,1,1,0
C0035525,ribavirin,1,1,0
C4045494,ribociclib,1,1,0
C0035527,riboflavin,1,1,0
C0140575,rifabutin,1,1,0
C0035608,rifampin,1,1,0
C0035608,rifampin,1,1,0
C0073372,rifapentine,1,1,0
C0073374,rifaximin,1,1,0
C2343589,rilonacept,1,1,0
C3154850,rilpivirine hydrochloride,1,0,0
C0073379,riluzole,1,1,0
C0282336,rimantadine hydrochloride,1,0,0
C4519126,rimegepant,1,1,0
C0140594,rimexolone,1,0,0
C2717561,riociguat,1,1,0
C4766117,risankizumab-rzaa,1,0,0
C5139676,risdiplam,1,1,0
C0166025,risedronate sodium,1,1,0
C0073393,risperidone,1,1,0
C5418278,ritlecitinib,1,1,0
C0292818,ritonavir,1,1,0
C0393022,rituximab,1,1,0
C4741328,rituximab-abbs,1,0,0
C5195655,rituximab-pvvr,1,0,0
C1739768,rivaroxaban,1,1,0
C0649350,rivastigmine,1,1,0
C0772415,rivastigmine tartrate,1,0,0
C0772420,rizatriptan benzoate,1,1,0
C0965618,roflumilast,1,0,0
C2364481,romiplostim,1,1,0
C5561179,ropeginterferon alfa-2b-njft,1,0,0
C0771840,ropinirole hydrochloride,1,1,0
C0771826,ropivacaine hydrochloride,1,1,0
C0795660,rosiglitazone maleate,1,0,0
C1101751,rosuvastatin calcium,1,1,0
C2364569,"rotavirus vaccine, live attenuated, G1P[8] human 89-12 strain",1,1,0
C2344320,"rotavirus, live pentavalent (RV5) Oral Vaccine",1,0,0
C1700683,rotigotine,1,1,0
C0213404,rufinamide,1,1,0
C2931926,ruxolitinib,1,1,0
C3247907,ruxolitinib phosphate,1,1,0
C0917900,saccharin sodium,1,0,0
C0772093,Saccharomyces boulardii,1,1,0
C0718043,sacrosidase,1,0,0
C4033447,sacubitril,1,1,0
C0036048,safflower oil,1,0,0
C0036079,salicylic acid,1,1,0
C0245531,salmeterol xinafoate,1,0,0
C0073983,salsalate,1,0,0
C0048897,sapropterin,1,1,0
C1996349,sapropterin dihydrochloride,1,1,0
C4519292,sarecycline,1,0,0
C0216231,sargramostim,1,1,0
C3885145,sarilumab,1,1,0
C5399366,satralizumab-mwge,1,0,0
C0036442,scopolamine,1,1,0
C0036444,scopolamine hydrobromide,1,1,0
C4050579,sebelipase alfa,1,1,0
C0074246,secnidazole,1,0,0
C3179547,secukinumab,1,1,0
C0036579,selegiline,1,1,0
C0700467,selegiline hydrochloride,1,1,0
C0036581,selenium,1,1,0
C0074281,selenium sulfide,1,1,0
C2000145,selexipag,1,1,0
C3852671,selinexor,1,1,0
C2980074,selumetinib,1,1,0
C3885068,semaglutide,1,1,0
C1700832,senna 176 MG in 5 mL Oral Solution,1,1,0
C1576662,Senna leaf extract,1,0,0
C3489575,"sennosides, USP",1,1,0
C0980141,sennosides A and B 8.6 MG Oral Tablet,1,1,0
C0036720,serine,1,0,0
C0771896,sertaconazole nitrate,1,1,0
C0600526,sertraline hydrochloride,1,1,0
C4279595,setmelanotide,1,0,0
C1721288,sevelamer carbonate,1,1,0
C0772463,sevelamer hydrochloride,1,1,0
C2731839,short ragweed pollen extract,1,0,0
C0724693,sildenafil citrate,1,1,0
C0037098,silica,1,0,0
C0037114,silicones,1,0,0
C1870115,silodosin,1,1,0
C0037125,silver,1,1,0
C0037129,silver nitrate,1,1,0
C0037134,silver sulfadiazine,1,1,0
C0037138,simethicone,1,1,0
C0074554,simvastatin,1,1,0
C1960121,sinecatechins,1,1,0
C0072980,sirolimus,1,1,0
C1667080,sitagliptin phosphate,1,1,0
C0142805,sodium benzoate,1,1,0
C0074722,sodium bicarbonate,1,1,0
C0220802,butyrate,1,0,0
C0037494,sodium chloride,1,1,0
C0875947,sodium ferric gluconate complex,1,1,0
C0037508,sodium fluoride,1,1,0
C0037517,sodium hydroxide,1,0,0
C0037518,sodium hypochlorite,1,1,0
C0037537,sodium oxybate,1,1,0
C0718066,sodium phenylbutyrate,1,1,0
C0074757,sodium phosphate,1,1,0
C0770578,"sodium phosphate, monobasic",1,1,0
C0142915,sodium polystyrene sulfonate,1,1,0
C0142928,sodium succinate,1,0,0
C4045824,sodium zirconium cyclosilicate,1,1,0
C2976303,sofosbuvir,1,1,0
C1509436,solifenacin succinate,1,1,0
C4726765,solriamfetol,1,0,0
C5401639,somapacitan-beco,1,0,0
C5834201,somatrogon-ghla,1,0,0
C1273044,"somatropin, E-coli derived",1,0,0
C0702216,Soma,1,1,0
C1676709,sorafenib tosylate,1,1,0
C0037688,sorbitol,1,1,0
C0026289,sotalol hydrochloride,1,1,0
C0677666,soy protein isolate,1,0,0
C0037732,soybean oil,1,1,0
C4489760,sparsentan,1,0,0
C0961781,spinosad,1,0,0
C0037982,spironolactone,1,1,0
C0723422,Spironol,1,1,0
C0038143,stannous fluoride,1,0,0
C3256938,sodium starch,1,0,0
C0164662,stavudine,1,1,0
C0038229,stearic acid,1,0,0
C0075245,steviol,1,0,0
C0075262,stiripentol,1,1,0
C0038426,streptomycin sulfate,1,1,0
C0012384,succimer,1,1,0
C0075429,succinic acid,1,0,0
C0038633,sucralfate,1,1,0
C3696416,sucroferric oxyhydroxide,1,0,0
C0038636,sucrose,1,1,0
C0075478,sucrose octaacetate,1,0,0
C1700695,sugammadex,1,1,0
C0144004,sulconazole nitrate,1,0,0
C0723507,Sulfacet Sodium,1,0,0
C2927744,Sulfac,1,0,0
C0282356,sulfacetamide sodium,1,0,0
C0038675,sulfadiazine,1,1,0
C0038689,sulfamethoxazole,1,1,0
C0038702,sulfanilamide,1,0,0
C0038710,sulfapyridine,1,1,0
C0036078,sulfasalazine,1,1,0
C0038774,sulfur,1,1,0
C0038784,sulfuric acid,1,0,0
C0038792,sulindac,1,1,0
C0075632,sumatriptan,1,1,0
C0206599,sumatriptan succinate,1,1,0
C1700685,sunitinib malate,1,1,0
C0038854,Suppository,1,0,0
C3179535,suvorexant,1,1,0
C0085149,tacrolimus,1,1,0
C1176316,tadalafil,1,1,0
C0903411,tafenoquine,1,1,0
C1451502,tafluprost,1,0,0
C4042960,talazoparib,1,1,0
C0039267,talc,1,1,0
C0079589,tamoxifen citrate,1,1,0
C0771774,tamsulosin hydrochloride,1,1,0
C0039294,tannic acid,1,0,0
C2710874,tapentadol hydrochloride,1,1,0
C4541381,tapinarof,1,1,0
C1313052,tasimelteon,1,0,0
C0039350,taurine,1,1,0
C3642427,tavaborole,1,0,0
C0288792,tazarotene,1,1,0
C4086895,tazemetostat,1,1,0
C3542463,tbo-filgrastim,1,1,0
C2930762,tedizolid phosphate,1,1,0
C1530889,teduglutide,1,1,0
C1137921,tegaserod maleate,1,0,0
C0248719,telmisartan,1,1,0
C0039468,temazepam,1,1,0
C0076080,temozolomide,1,1,0
C4043480,tenapanor,1,0,0
C3713958,tenofovir alafenamide,1,1,0
C1099776,tenofovir disoproxil fumarate,1,1,0
C5761814,teplizumab-mzwv,1,0,0
C0770137,terazosin hydrochloride,1,0,0
C0076110,terbinafine,1,1,0
C0771029,terbinafine hydrochloride,1,1,0
C0039543,terbutaline sulfate,1,1,0
C0076115,terconazole,1,0,0
C1718383,teriflunomide,1,1,0
C0070093,teriparatide,1,1,0
C0039601,testosterone,1,1,0
C0076181,testosterone cypionate,1,1,0
C0076189,testosterone enanthate,1,1,0
C0076195,testosterone undecanoate,1,1,0
C0724701,testosterone (micronized),1,0,0
C0039623,tetrabenazine,1,1,0
C0039629,tetracaine,1,1,0
C0304456,tetracaine hydrochloride,1,0,0
C0546879,tetracycline hydrochloride,1,1,0
C0148485,tetrahydrozoline hydrochloride,1,1,0
C0076286,tetrahydrozoline,1,0,0
C5561491,tezepelumab-ekko,1,0,0
C0039736,thalidomide,1,1,0
C0039771,theophylline,1,1,0
C0039840,thiamine,1,1,0
C0770309,thiamine hydrochloride,1,1,0
C0023791,thioctic acid,1,1,0
C0039902,thioguanine,1,1,0
C0039902,thioguanine,1,1,0
C0700499,thioridazine hydrochloride,1,1,0
C0039955,thiothixene,1,0,0
C0040018,thrombin,1,1,0
C1337342,"thrombin, bovine",1,0,0
C0040096,thymol,1,0,0
C3265345,thyroid 113.75 MG Oral Tablet,1,0,0
C2587204,thyrotropin alfa,1,1,0
C0772200,tiagabine hydrochloride,1,0,0
C1999375,ticagrelor,1,1,0
C1260298,tigecycline,1,1,0
C0040233,timolol,1,1,0
C0087093,timolol maleate,1,1,0
C0981982,Timothy grass pollen extract,1,0,0
C0040263,tinidazole,1,1,0
C0076705,tioconazole,1,0,0
C0025405,tiopronin,1,1,0
C1306772,tiotropium bromide,1,1,0
C5139934,tirzepatide,1,0,0
C0040302,titanium,1,0,0
C0771735,tizanidine hydrochloride,1,1,0
C0040341,tobramycin,1,1,0
C0027519,tobramycin sulfate,1,1,0
C1609165,tocilizumab,1,1,0
C2987431,tofacitinib citrate,1,1,0
C0087097,tolmetin sodium,1,0,0
C0040379,tolnaftate,1,0,0
C0724710,tolterodine tartrate,1,1,0
C1176308,tolvaptan,1,1,0
C0076829,topiramate,1,1,0
C0886549,topotecan hydrochloride,1,1,0
C0076840,torsemide,1,1,0
C0076840,torsemide,1,1,0
C5564314,tralokinumab-ldrm,1,0,0
C2350089,tramadol hydrochloride,1,1,0
C2697961,trametinib,1,1,0
C3644500,trametinib dimethyl sulfoxide,1,1,0
C0040613,tranexamic acid,1,1,0
C0304369,tranylcypromine sulfate,1,0,0
C0937916,travoprost,1,1,0
C0282369,trazodone hydrochloride,1,1,0
C1145760,treprostinil,1,1,0
C3709933,treprostinil diolamine,1,1,0
C0040845,tretinoin,1,1,0
C0040866,triamcinolone acetonide,1,1,0
C0040864,triamcinolone,1,1,0
C2962267,Triam,1,1,0
C0040869,triamterene,1,1,0
C0040879,triazolam,1,1,0
C0040900,trichloroacetic acid,1,0,0
C0040958,triclosan,1,0,0
C0770325,trientine hydrochloride,1,1,0
C5207636,trientine tetrahydrochloride,1,0,0
C4519213,trifarotene,1,0,0
C0304381,trifluoperazine hydrochloride,1,1,0
C0040987,trifluridine,1,0,0
C2604598,triheptanoin,1,1,0
C0003830,trihexyphenidyl hydrochloride,1,1,0
C0145932,trimethobenzamide hydrochloride,1,0,0
C0041041,trimethoprim,1,1,0
C0872914,trimethoprim hydrochloride,1,0,0
C0242523,trimipramine maleate,1,0,0
C0304297,tripelennamine hydrochloride,1,0,0
C0242525,triprolidine hydrochloride,1,0,0
C1137102,triptorelin pamoate,1,1,0
C4726916,trofinetide,1,1,0
C0077089,trolamine,1,0,0
C0041190,tropicamide,1,1,0
C0077408,trospium chloride,1,1,0
C0041289,tuberculin,1,1,0
C0077524,turmeric extract,1,0,0
C2241979,typhoid vaccine live Ty21a,1,0,0
C0711001,"Typhim Vi, Typhoid Vi Polysaccharide Vaccine Injectable Solution",1,0,0
C0041485,tyrosine,1,0,0
C0077656,ubiquinol,1,0,0
C4505936,ubrogepant,1,0,0
C2723461,ulipristal acetate,1,1,0
C3661274,umeclidinium,1,1,0
C0041738,unithiol,1,0,0
C4726929,upadacitinib,1,1,0
C0041942,urea,1,1,0
C0281351,uridine triacetate,1,0,0
C0042105,ursodiol,1,1,0
C1608841,ustekinumab,1,1,0
C0771309,valacyclovir hydrochloride,1,1,0
C4078701,valbenazine,1,1,0
C0937926,valganciclovir hydrochloride,1,1,0
C0042285,valine,1,1,0
C0006724,calcium valproate,1,1,0
C0042291,valproic acid,1,1,0
C0216784,valsartan,1,1,0
C0078023,vanadyl sulfate,1,0,0
C0042313,vancomycin,1,1,0
C0205992,vancomycin hydrochloride,1,1,0
C1121849,vandetanib,1,1,0
C0972333,vardenafil hydrochloride,1,0,0
C1569608,varenicline,1,0,0
C0694239,varicella virus vaccine live (VAR) 1350 PFU in 0.5 ML Injection,1,0,0
C0078049,varicella-zoster immune globulin,1,0,0
C1705480,vasopressin (USP),1,1,0
C2742797,vedolizumab,1,1,0
C2919267,velaglucerase alfa,1,1,0
C3192263,vemurafenib,1,1,0
C4079830,venetoclax,1,1,0
C0078569,venlafaxine,1,1,0
C0771200,venlafaxine hydrochloride,1,1,0
C0700468,verapamil hydrochloride,1,1,0
C4279743,vibegron,1,1,0
C0048044,vigabatrin,1,1,0
C2962546,vilazodone hydrochloride,1,0,0
C1530072,vilazodone,1,1,0
C0042665,viloxazine,1,1,0
C5139804,viltolarsen,1,1,0
C0042680,vincristine sulfate,1,1,0
C2987716,vismodegib,1,1,0
C0042839,vitamin A,1,1,0
C0073115,vitamin A palmitate,1,1,0
C0042849,vitamin B complex,1,1,0
C0042866,vitamin D,1,1,0
C0042874,vitamin E,1,1,0
C3162633,vitamin E acetate,1,0,0
C0042971,von Willebrand factor,1,1,0
C0393080,voriconazole,1,1,0
C0672708,vorinostat,1,1,0
C3667607,vortioxetine hydrobromide,1,0,0
C4519745,vosoritide,1,0,0
C4723629,voxelotor,1,1,0
C0376218,warfarin sodium,1,1,0
C0043047,water,1,1,0
C1714033,wheat dextrin,1,0,0
C0301421,witch hazel,1,0,0
C0078596,xanthan gum,1,0,0
C2701239,Xanthium strumarium pollen extract,1,0,0
C0043369,xylitol,1,0,0
C4325295,yellow fever vaccine (generic for Stamaril) 0.5 ML Injection,1,0,0
C0378466,zafirlukast,1,0,0
C0251504,zaleplon,1,0,0
C0216660,zanamivir,1,1,0
C5383284,zavegepant,1,0,0
C0043474,zidovudine,1,1,0
C0081408,zileuton,1,1,0
C0043481,zinc,1,1,0
C0149368,zinc acetate,1,1,0
C0078774,zinc chloride,1,1,0
C0149381,zinc gluconate,1,1,0
C0043491,zinc oxide,1,1,0
C0078794,zinc sulfate,1,1,0
C0795680,"zinc, chelated",1,0,0
C0380392,ziprasidone hydrochloride,1,1,0
C1170754,ziprasidone mesylate,1,0,0
C0257685,zoledronic acid,1,1,0
C0528166,zolmitriptan,1,1,0
C0724725,zolpidem tartrate,1,1,0
C0078844,zonisamide,1,1,0
C2241236,"zoster vaccine live (HZV) 19,400 PFU in 0.65 ML Injection",1,0,0
C1999896,alpha-tocopherol acetate,0,1,0
C0692468,3TC 10 MG/ML Oral Solution,0,1,0
C1170019,Abilify,0,1,0
C3853920,Abilify Maintena 300 MG Injection,0,1,0
C1564985,Abraxane,0,1,0
C5854168,Abrilada,0,1,0
C0526502,Accolate,0,1,0
C0699581,Accutane,0,1,0
C0000946,acebutolol,0,1,0
C0001143,aclarubicin,0,1,0
C0731347,ActHIB,0,1,0
C2740854,Actemra,0,1,0
C0308222,ACTH Gel,0,1,0
C0718234,Acthar,0,1,0
C0813623,Actimmune,0,1,0
C0718245,Actiq,0,1,0
C0701942,Activase,0,1,0
C0600131,Acupan,0,1,0
C0282040,acyclovir sodium,0,1,0
C1640737,Adacel,0,1,0
C0718256,Adagen,0,1,0
C0590658,Adalat,0,1,0
C0591037,Adalate,0,1,0
C5564320,Adbry,0,1,0
C3192355,Adcetris,0,1,0
C2709986,Adcirca,0,1,0
C0290795,Adderall,0,1,0
C4051421,Addyi,0,1,0
C3667657,Adempas,0,1,0
C0001443,adenosine,0,1,0
C2935436,ado-trastuzumab emtansine,0,1,0
C2935436,trastuzumab emtansine,0,1,0
C2740856,Adrenaclick,0,1,0
C1963284,Adrenalin,0,1,0
C0085752,Adriamycin,0,1,0
C0965130,Advair,0,1,0
C1815260,Advate,0,1,0
C0593507,Advil,0,1,0
C4083869,Adynovate,0,1,0
C5873682,Adzynma,0,1,0
C2987648,afatinib,0,1,0
C2682856,Afinitor,0,1,0
C0718291,Afrin,0,1,0
C4256998,Afstyla,0,1,0
C0718300,Agrylin,0,1,0
C4692294,Aimovig,0,1,0
C3536832,air,0,1,0
C4723543,Ajovy,0,1,0
C0591048,Akineton,0,1,0
C0591462,Albenza,0,1,0
C0991769,"albumin,aggregated",0,1,0
C0304925,"albumin human, USP",0,1,0
C0304925,human serum albumin,0,1,0
C0591050,Albuminar,0,1,0
C4719690,Albuminex,0,1,0
C1330039,Alburx,0,1,0
C0591051,Albutein,0,1,0
C0701337,Alcaine,0,1,0
C2947773,alcohol 30 % Medicated Liquid Soap,0,1,0
C0591054,Aldactone,0,1,0
C0591055,Aldomet,0,1,0
C1330043,Aldurazyme,0,1,0
C4060047,Alecensa,0,1,0
C0383429,alemtuzumab,0,1,0
C0102118,alendronate,0,1,0
C0771311,alendronic acid,0,1,0
C0718343,Aleve,0,1,0
C0044410,alfacalcidol,0,1,0
C0700562,alfentanil hydrochloride,0,1,0
C0002026,alfentanil,0,1,0
C1170029,Alinia,0,1,0
C0591063,Alkeran,0,1,0
C5417484,Alkindi,0,1,0
C1110594,Allegra,0,1,0
C0914729,almotriptan,0,1,0
C1310735,Aloxi,0,1,0
C0594139,Alphanate,0,1,0
C3819068,Alprolix,0,1,0
C0002335,alprostadil,0,1,0
C0051500,althiazide,0,1,0
C1174745,Alvesco,0,1,0
C5578879,Alymsys,0,1,0
C0002403,amantadine,0,1,0
C0487782,Ambien,0,1,0
C0591076,AmBisome,0,1,0
C1367795,ambroxol hydrochloride,0,1,0
C0002598,amiodarone,0,1,0
C0103045,amisulpride,0,1,0
C1699150,Amitiza,0,1,0
C0002600,amitriptyline,0,1,0
C1652089,Ammonul,0,1,0
C1330059,Amnesteem,0,1,0
C5442906,Amondys 45,0,1,0
C0887551,amoxicillin sodium,0,1,0
C0521900,amoxicillin trihydrate,0,1,0
C2732151,Ampyra,0,1,0
C0002752,Anafranil,0,1,0
C0875960,Androgel,0,1,0
C0051839,anethole,0,1,0
C0003009,angiotensin II,0,1,0
C1165353,anhydrous dextrose,0,1,0
C0591096,Antabuse,0,1,0
C0718575,Antibiotic Ear,0,1,0
C3833523,antihemophilic factor (b-domain deleted recombinant) FC fusion protein 1 UNT Injection,0,1,0
C2732002,"antihemophilic factor, human recombinant",0,1,0
C0003371,antilymphocyte immunoglobulin,0,1,0
C4276277,APAP 10 MG/ML Injection,0,1,0
C0699178,Apresoline,0,1,0
C2586541,Apriso,0,1,0
C0003641,aprotinin,0,1,0
C1612190,Aptivus,0,1,0
C5943836,Aqneursa,0,1,0
C0718635,Aquaphor,0,1,0
C1370081,arachidate,0,1,0
C1134440,Aranesp,0,1,0
C0718644,Arava,0,1,0
C2343505,Arcalyst,0,1,0
C0048470,argatroban,0,1,0
C4056534,Aristada,0,1,0
C1099665,Arixtra,0,1,0
C3855281,Arnuity,0,1,0
C1615581,Arranon,0,1,0
C0052416,arsenic trioxide,0,1,0
C0591114,Artane,0,1,0
C0052432,artesunate,0,1,0
C2724188,Arzerra,0,1,0
C0350230,ASA 1.5 MG/ML Oral Solution,0,1,0
C0678172,Asacol,0,1,0
C2756440,Asclera,0,1,0
C2719618,asenapine maleate,0,1,0
C4764385,Asparlas,0,1,0
C0718711,Atacand,0,1,0
C0684229,Atarax,0,1,0
C4055433,atezolizumab,0,1,0
C0004149,ATGAM,0,1,0
C0699194,Ativan,0,1,0
C0076823,atomoxetine,0,1,0
C0286651,atorvastatin,0,1,0
C0164398,atosiban,0,1,0
C0718714,Atrac-Tain,0,1,0
C0004234,atracurium,0,1,0
C0004235,atracurium besylate,0,1,0
C1724016,Atripla,0,1,0
C0591130,Atrovent,0,1,0
C2609610,ATryn,0,1,0
C3497721,Aubagio,0,1,0
C0591132,Augmentin,0,1,0
C5874370,Augtyro,0,1,0
C5418318,avalglucosidase alfa,0,1,0
C0875967,Avandia,0,1,0
C1135130,Avastin,0,1,0
C3817361,Aveed,0,1,0
C0875968,Avelox,0,1,0
C3892871,avibactam sodium,0,1,0
C1170079,Avodart,0,1,0
C0594372,Avonex,0,1,0
C3896829,axicabtagene ciloleucel,0,1,0
C0699281,Azactam,0,1,0
C0887732,azathioprine sodium,0,1,0
C2698292,azithromycin anhydrous,0,1,0
C0795582,azithromycin dihydrate,0,1,0
C0673967,Azopt,0,1,0
C4293519,AZT 10 MG/ML Injection,0,1,0
C1244597,amoxicillin Oral Suspension,0,1,0
C0754188,amprenavir,0,1,0
C4079904,andexanet alfa,0,1,0
C1166420,aripiprazole 15 MG,0,1,0
C1589335,BabyBIG,0,1,0
C2980225,Baby's Butt Aid,0,1,0
C0591139,Bactrim,0,1,0
C0733863,Bactroban,0,1,0
C5421805,bamlanivimab,0,1,0
C2722028,banana allergenic extract,0,1,0
C2368829,Banzel,0,1,0
C1568876,Baraclude,0,1,0
C0676831,basiliximab,0,1,0
C3255739,batilol,0,1,0
C0255289,"BCG, live, Connaught strain",0,1,0
C0706063,BCG vaccine 50 MG Injection,0,1,0
C5565647,bebtelovimab,0,1,0
C0004905,beclomethasone,0,1,0
C1664205,bedaquiline,0,1,0
C3854974,Belsomra,0,1,0
C0700899,Benadryl,0,1,0
C0772139,bendamustine hydrochloride,0,1,0
C1170091,BeneFIX,0,1,0
C2980433,Benlysta,0,1,0
C0005098,benztropine,0,1,0
C0005098,benzatropine,0,1,0
C0105750,beractant,0,1,0
C2723788,Berinert,0,1,0
C4520189,Besponsa,0,1,0
C0592527,Betaferon,0,1,0
C0284968,Betaseron,0,1,0
C3500545,Bethkis,0,1,0
C3853911,Bexsero,0,1,0
C5827892,Beyfortus,0,1,0
C0701281,Biaxin,0,1,0
C0729074,Bicillin,0,1,0
C4551058,Biktarvy,0,1,0
C4519734,bimekizumab,0,1,0
C0005642,bismuth,0,1,0
C0168273,bivalirudin,0,1,0
C0005740,bleomycin,0,1,0
C3864946,Blincyto,0,1,0
C1738934,boceprevir,0,1,0
C1541222,Boniva,0,1,0
C1613021,Boostrix,0,1,0
C1176309,bortezomib,0,1,0
C0700702,Botox,0,1,0
C1633696,Botox Cosmetic,0,1,0
C0006050,botulinum toxin type A,0,1,0
C0591189,Brevibloc,0,1,0
C0591192,Bricanyl,0,1,0
C2699711,Bridion,0,1,0
C3163571,Brilinta,0,1,0
C3163574,Brilinta 90 MG Oral Tablet,0,1,0
C3886763,brincidofovir,0,1,0
C4475883,Brineura,0,1,0
C3667599,Brintellix,0,1,0
C4083381,Briviact,0,1,0
C0006213,bromazepam,0,1,0
C0054151,brotizolam,0,1,0
C0699202,Brufen,0,1,0
C4745751,budesonide Inhalation Suspension,0,1,0
C0591204,Buminate,0,1,0
C0719042,Buphenyl,0,1,0
C0591205,Burinex,0,1,0
C0701019,Buscopan,0,1,0
C0600122,Buspar,0,1,0
C0006462,buspirone,0,1,0
C0006463,busulfan,0,1,0
C0939273,Busulfex,0,1,0
C0054234,butalbital,0,1,0
C2747105,BuTrans,0,1,0
C5550567,Bylvay,0,1,0
C1995642,Bystolic,0,1,0
C0718828,Bayer Aspirin,0,1,0
C0678242,Betnovate,0,1,0
C1124883,bisoprolol 5 MG,0,1,0
C5400111,CABENUVA 400 MG / 600 MG Extended Release Kit,0,1,0
C4759083,Cablivi,0,1,0
C4237933,Cabometyx,0,1,0
C0701183,Caelyx,0,1,0
C0875981,Cafcit,0,1,0
C2699709,calaspargase pegol,0,1,0
C0701375,Calcium Disodium Versenate,0,1,0
C0108111,calcium gluceptate,0,1,0
C3495394,"dibasic calcium phosphate, anhydrous",0,1,0
C0763530,calfactant,0,1,0
C0591219,Calpol,0,1,0
C0939276,Campath,0,1,0
C0701188,Camptosar,0,1,0
C0678169,Canasa,0,1,0
C0935984,Cancidas,0,1,0
C0282085,canrenoic acid,0,1,0
C5234152,Caplyta,0,1,0
C0591224,Capoten,0,1,0
C0740157,Carafate,0,1,0
C2353303,Carbaglu,0,1,0
C0719149,Carbatrol,0,1,0
C0006983,carbimazole,0,1,0
C0006992,carbocisteine,0,1,0
C0006992,carbocysteine,0,1,0
C0079083,carboplatin,0,1,0
C2001856,carfilzomib,0,1,0
C0007257,carmustine,0,1,0
C0007258,carnitine,0,1,0
C0591236,Carnitor,0,1,0
C3486390,cashew fruit allergenic extract,0,1,0
C5422688,casirivimab,0,1,0
C0537894,caspofungin,0,1,0
C0719187,Cataflam,0,1,0
C0699881,Catapres,0,1,0
C2746099,Cayston,0,1,0
C0701133,Ceclor,0,1,0
C0591239,Cedax,0,1,0
C0055003,cefepime,0,1,0
C4548369,cefiderocol,0,1,0
C0700470,cefmetazole sodium,0,1,0
C0733366,Cefobid,0,1,0
C0055007,cefodizime,0,1,0
C0007552,cefoperazone,0,1,0
C0733367,cefoperazone sodium,0,1,0
C0007554,cefotaxime,0,1,0
C0700445,cefotaxime sodium,0,1,0
C0007557,cefoxitin,0,1,0
C2001525,ceftaroline fosamil,0,1,0
C0282391,ceftizoxime sodium,0,1,0
C0007561,ceftriaxone,0,1,0
C0007562,cefuroxime,0,1,0
C0719198,Celebrex,0,1,0
C0716780,Celestone phosphate 4 MG/ML Injectable Solution,0,1,0
C0701247,Celestone,0,1,0
C0719199,Celexa,0,1,0
C0592558,Cellcept,0,1,0
C1949898,Ceprotin,0,1,0
C4722988,Cequa,0,1,0
C3855019,Cerdelga,0,1,0
C0291139,Cerezyme,0,1,0
C0719256,Chemet,0,1,0
C2724595,Chenodal,0,1,0
C1169159,Childrens Tylenol 160 MG Oral Tablet,0,1,0
C2920461,ChloraPrep,0,1,0
C0008196,chlorhexidine,0,1,0
C0008197,chlorhexidine acetate,0,1,0
C0008199,chlorhexidine hydrochloride,0,1,0
C0055370,chlorine dioxide,0,1,0
C0132182,chloroprocaine hydrochloride,0,1,0
C0008269,chloroquine,0,1,0
C0304489,chlorothiazide sodium,0,1,0
C0008281,chlorpheniramine,0,1,0
C0008286,chlorpromazine,0,1,0
C0008290,chlorprothixene,0,1,0
C4018440,Cholbam,0,1,0
C0701044,Ciloxan,0,1,0
C2343521,Cimzia,0,1,0
C1337242,cinacalcet,0,1,0
C2366371,Cinryze,0,1,0
C1330135,Ciprodex,0,1,0
C1123172,ciprofloxacin 250 MG,0,1,0
C0701042,Cipro,0,1,0
C0072916,cisapride,0,1,0
C1096766,cisatracurium,0,1,0
C0530105,cisatracurium besylate,0,1,0
C0008838,cisplatin,0,1,0
C0008845,citalopram,0,1,0
C1996239,Cit Calcium,0,1,0
C0376259,citrate,0,1,0
C0092801,cladribine,0,1,0
C0701052,Claforan,0,1,0
C1331177,Claravis,0,1,0
C0701055,Claritin,0,1,0
C0137997,clavulanate potassium,0,1,0
C0055871,clemizolpenicillin,0,1,0
C0699673,Cleocin,0,1,0
C0055880,clindamycin palmitate,0,1,0
C0360518,clobetasone,0,1,0
C0092777,clofarabine,0,1,0
C0008996,clofazimine,0,1,0
C1530623,Clolar,0,1,0
C0591268,Clomid,0,1,0
C0009008,clomiphene,0,1,0
C0009010,clomipramine,0,1,0
C0055930,cloperastine,0,1,0
C0070166,clopidogrel,0,1,0
C0772326,clopidogrel bisulfate,0,1,0
C0009073,clotiazepam,0,1,0
C0009077,cloxacillin,0,1,0
C0719386,Clozaril,0,1,0
C0699584,Cotrim,0,1,0
C5244559,coagulation factor VIIa (recombinant)-jncw,0,1,0
C1869888,Coartem,0,1,0
C0009170,cocaine,0,1,0
C0009217,codeine phosphate,0,1,0
C0282139,Colace,0,1,0
C2718492,Colcrys,0,1,0
C0591276,Colestid,0,1,0
C0009315,colistimethate,0,1,0
C0009316,colistin,0,1,0
C0009325,collagen,0,1,0
C1968041,Combigan,0,1,0
C0719447,Combipatch,0,1,0
C0591282,Combivent,0,1,0
C0667846,Combivir,0,1,0
C5448013,Comirnaty,0,1,0
C0701017,Compazine,0,1,0
C3191262,Complera,0,1,0
C0939301,Concerta,0,1,0
C0528175,Copaxone,0,1,0
C1170183,Copegus,0,1,0
C0701076,Cordarone,0,1,0
C0591292,Corgard,0,1,0
C4019965,Corlanor,0,1,0
C0001655,corticotropin,0,1,0
C4530218,Cortizone,0,1,0
C3872092,Cosentyx,0,1,0
