Drug,clean_drug,base_drug,UMLS_CUI,Preferred_Term,Preferred_TTY
"Formula, Infant",formula infant,formula infant,,,
Forskohlii/HC Ace/Lido HCl,forskohlii/hc ace/lido hcl,forskohlii/hc ace/lido,,,
Fosaprepitant Dimeglumine,fosaprepitant dimeglumine,fosaprepitant dimeglumine,C2315887,fosaprepitant dimeglumine,PIN
Foscarnet Sodium,foscarnet sodium,foscarnet,C0146934,foscarnet sodium,PIN
Fosfomycin Tromethamine,fosfomycin tromethamine,fosfomycin tromethamine,C0543454,fosfomycin tromethamine,PIN
Fosinopril Sodium,fosinopril sodium,fosinopril,C0733440,fosinopril sodium,PIN
Fosphenytoin Sodium,fosphenytoin sodium,fosphenytoin,C0284906,fosphenytoin sodium,PIN
Fostamatinib,fostamatinib,fostamatinib,C2713632,fostamatinib,IN
Fremanezumab-vfrm,fremanezumab-vfrm,fremanezumab-vfrm,C4723538,fremanezumab-vfrm,PIN
Frovatriptan Succinate,frovatriptan succinate,frovatriptan,C1099777,frovatriptan succinate,PIN
Fulvestrant,fulvestrant,fulvestrant,C0935916,fulvestrant,IN
Furosemide,furosemide,furosemide,C0016860,furosemide,IN
Gabapentin,gabapentin,gabapentin,C0060926,gabapentin,IN
Gabapentin Enacarbil,gabapentin enacarbil,gabapentin enacarbil,C2700226,gabapentin enacarbil,PIN
Gabapentin;Ketoprofen;Lido HCl;Cream Base,gabapentin ketoprofen lido hcl base,gabapentin ketoprofen lido base,C0060926,gabapentin,IN
Gabapentin;Lidocaine/Menthol,gabapentin lidocaine/menthol,gabapentin lidocaine/menthol,C0060926,gabapentin,IN
Galantamine Hydrobromide,galantamine hydrobromide,galantamine hydrobromide,C0949312,galantamine hydrobromide,PIN
Galcanezumab-gnlm,galcanezumab-gnlm,galcanezumab-gnlm,C4731561,galcanezumab-gnlm,PIN
Gallium Ga 68 Dotatate,gallium ga 68 dotatate,gallium ga 68 dotatate,C0016980,gallium,IN
Galsulfase,galsulfase,galsulfase,C1615657,galsulfase,IN
Gamma Aminobutyric Acid,gamma aminobutyric acid,gamma aminobutyric acid,C0016904,gamma-aminobutyric acid,PIN
Ganaxolone,ganaxolone,ganaxolone,C0537150,ganaxolone,IN
Ganciclovir,ganciclovir,ganciclovir,C0017066,ganciclovir,IN
Ganciclovir Sodium,ganciclovir sodium,ganciclovir,C0282399,ganciclovir sodium,PIN
Ganirelix Acetate,ganirelix acetate,ganirelix,C0872894,ganirelix acetate,PIN
Gatifloxacin,gatifloxacin,gatifloxacin,C0753645,gatifloxacin,IN
Gefitinib,gefitinib,gefitinib,C1122962,gefitinib,IN
Gel Base,gel base,gel base,C0017243,Gel,DF
"Gel, Multi Ingredient",gel multi ingredient,gel multi ingredient,C0017243,Gel,DF
Gelatin,gelatin,gelatin,C0017237,gelatin,IN
Gelatin Sponge,gelatin sponge,gelatin sponge,C0017243,Gel,DF
Gemfibrozil,gemfibrozil,gemfibrozil,C0017245,gemfibrozil,IN
Gentamicin Sulfate,gentamicin sulfate,gentamicin,C0546866,gentamicin sulfate,PIN
Gentamicin Sulfate/Prednisolone Acetate,gentamicin sulfate/prednisolone acetate,gentamicin sulfate/prednisolone,C3854019,gentamicin,IN
Gentamicin Sulfate/Sodium Chloride,gentamicin sulfate/sodium chloride,gentamicin sulfate/sodium chloride,C3854019,gentamicin,IN
Gentian Violet,gentian violet,gentian violet,C0017440,gentian violet,IN
Gilteritinib,gilteritinib,gilteritinib,C3896940,gilteritinib,IN
Ginger,ginger,ginger,C3154166,Gingera,BN
Givosiran,givosiran,givosiran,C4688584,givosiran,IN
Glatiramer Acetate,glatiramer acetate,glatiramer,C0289884,glatiramer acetate,PIN
Glecaprevir/Pibrentasvir,glecaprevir/pibrentasvir,glecaprevir/pibrentasvir,C4519536,glecaprevir,IN
Glimepiride,glimepiride,glimepiride,C0061323,glimepiride,IN
Glimepiride/Pioglitazone Hydrochloride,glimepiride/pioglitazone hydrochloride,glimepiride/pioglitazone,C0061323,glimepiride,IN
Glipizide,glipizide,glipizide,C0017642,glipizide,IN
Glipizide/Metformin Hydrochloride,glipizide/metformin hydrochloride,glipizide/metformin,C0017642,glipizide,IN
Glucagon,glucagon,glucagon,C0017687,glucagon,IN
Glucagon Hydrochloride,glucagon hydrochloride,glucagon,C0795614,glucagon hydrochloride,PIN
Glucose Data Management,glucose data management,glucose data management,C0017725,glucose,IN
Glucose Data Management;Glucose Data Management;Gl,glucose data management glucose data management gl,glucose data management glucose data management gl,C0017725,glucose,IN
Glucose Meter,glucose meter,glucose meter,C0017725,glucose,IN
Glucose Meter Test Control,glucose meter test control,glucose meter test control,C0017725,glucose,IN
Glucose Meter Test Control Strips,glucose meter test control strips,glucose meter test control strips,C0017725,glucose,IN
"Glucose, Blood Test",glucose blood test,glucose blood test,C0017725,glucose,IN
Glutamine,glutamine,glutamine,C0017797,glutamine,IN
Glutaral,glutaral,glutaral,C0017814,glutaral,IN
Glutathione,glutathione,glutathione,C0017817,glutathione,IN
Glyburide,glyburide,glyburide,C0017628,glyburide,IN
"Glyburide, Micronized",glyburide micronized,glyburide micronized,C0720683,"glyburide, micronized",PIN
Glyburide/Metformin Hydrochloride,glyburide/metformin hydrochloride,glyburide/metformin,C0017628,glyburide,IN
Glycerin,glycerin,glycerin,C0017861,glycerin,IN
Glycerin/Hypromellose/PEG-400,glycerin/hypromellose/peg-400,glycerin/hypromellose/peg-400,C0017861,glycerin,IN
Glycerin/Isopropyl Alcohol,glycerin/isopropyl alcohol,glycerin/isopropyl alcohol,C0017861,glycerin,IN
Glycerin/Naphazoline Hydrochloride,glycerin/naphazoline hydrochloride,glycerin/naphazoline,C0017861,glycerin,IN
Glycerin/Phenol,glycerin/phenol,glycerin/phenol,C0017861,glycerin,IN
Glycerin/Propylene Glycol,glycerin/propylene glycol,glycerin/propylene glycol,C0017861,glycerin,IN
Glycerol Phenylbutyrate,glycerol phenylbutyrate,glycerol phenylbutyrate,C3490329,glycerol phenylbutyrate,IN
Glycine,glycine,glycine,C0017890,glycine,IN
Glycine/Sodium Chloride,glycine/sodium chloride,glycine/sodium chloride,,,
Glycolic Acid,glycolic acid,glycolic acid,C1533643,glycolic acid,PIN
Glycopyrrolate,glycopyrrolate,glycopyrrolate,C0017970,glycopyrrolate,PIN
Glycopyrronium Tosylate,glycopyrronium tosylate,glycopyrronium tosylate,C4719440,glycopyrronium tosylate,PIN
Golimumab,golimumab,golimumab,C2353893,golimumab,IN
Golodirsen,golodirsen,golodirsen,C5222004,golodirsen,IN
Goserelin Acetate,goserelin acetate,goserelin,C0700476,goserelin acetate,PIN
Gramicidin,gramicidin,gramicidin,C0018165,gramicidin,IN
Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,gramicidin/neomycin sulfate/polymyxin b sulfate,gramicidin/neomycin sulfate/polymyxin b,C0018165,gramicidin,IN
Granisetron,granisetron,granisetron,C0061863,granisetron,IN
Granisetron Hydrochloride,granisetron hydrochloride,granisetron,C0543476,granisetron hydrochloride,PIN
Grape Seed Oil,grape seed oil,grape seed oil,C0458160,grape seed oil,IN
Grass Pollen Extract Combination,grass pollen extract combination,grass pollen extract combination,,,
"Griseofulvin, Microcrystalline",griseofulvin microcrystalline,griseofulvin microcrystalline,C0018242,griseofulvin,IN
"Griseofulvin, Micronized",griseofulvin micronized,griseofulvin micronized,C0018242,griseofulvin,IN
"Griseofulvin, Ultramicrocrystalline",griseofulvin ultramicrocrystalline,griseofulvin ultramicrocrystalline,C0720718,"griseofulvin, ultramicrocrystalline",PIN
Guaifenesin,guaifenesin,guaifenesin,C0018305,guaifenesin,IN
Guaifenesin/Hydrocodone Bitartrate,guaifenesin/hydrocodone bitartrate,guaifenesin/hydrocodone,C0018305,guaifenesin,IN
guaiFENesin/HYDROcodone bitartrate/PSE HCl,guaifenesin/hydrocodone bitartrate/pse hcl,guaifenesin/hydrocodone bitartrate/pse,C0018305,guaifenesin,IN
Guaifenesin/Phenylephrine Hydrochloride,guaifenesin/phenylephrine hydrochloride,guaifenesin/phenylephrine,C0018305,guaifenesin,IN
Guaifenesin/Pseudoephedrine Hydrochloride,guaifenesin/pseudoephedrine hydrochloride,guaifenesin/pseudoephedrine,C0018305,guaifenesin,IN
Guanfacine Hydrochloride,guanfacine hydrochloride,guanfacine,C0700472,guanfacine hydrochloride,PIN
Guselkumab,guselkumab,guselkumab,C3852217,guselkumab,IN
Haemophilus B Conjugate Vaccine,haemophilus b conjugate vaccine,haemophilus b conjugate vaccine,C0875554,Haemophilus b conjugate vaccine (meningococcal protein conjugate) 0.5 ML Injection,SY
Haemophilus B Conjugate Vaccine/Tetanus Toxoid,haemophilus b conjugate vaccine/tetanus toxoid,haemophilus b conjugate vaccine/tetanus toxoid,,,
Halcinonide,halcinonide,halcinonide,C0018513,halcinonide,IN
Halobetasol Propionate,halobetasol propionate,halobetasol propionate,C0098735,halobetasol propionate,PIN
"Halobetasol Propionate;Cream, Multi Ingredient",halobetasol propionate multi ingredient,halobetasol propionate multi ingredient,C0082787,halobetasol,IN
Halobetasol Propionate/Tazarotene,halobetasol propionate/tazarotene,halobetasol propionate/tazarotene,C0082787,halobetasol,IN
Haloperidol,haloperidol,haloperidol,C0018546,haloperidol,IN
Haloperidol Decanoate,haloperidol decanoate,haloperidol decanoate,C0062103,haloperidol decanoate,PIN
Haloperidol Lactate,haloperidol lactate,haloperidol lactate,C0720809,haloperidol lactate,PIN
HC Ace/Neomycin Sulf/Polymyxin B Sulf,hc ace/neomycin sulf/polymyxin b sulf,hc ace/neomycin sulf/polymyxin b sulf,,,
HC/Neomycin Sulf/Polymyxin B Sulf,hc/neomycin sulf/polymyxin b sulf,hc/neomycin sulf/polymyxin b sulf,,,
Heme Iron Polypeptide/Iron Polysaccharide,heme iron polypeptide/iron polysaccharide,heme iron polypeptide/iron polysaccharide,C1654726,heme iron polypeptide,IN
"Hep A Vac, Inactivated/Hep B Vac Recombinant",hep a vac inactivated/hep b vac recombinant,hep a vac inactivated/hep b vac recombinant,,,
Heparin Sodium,heparin sodium,heparin,C0037513,heparin sodium,PIN
Heparin Sodium/Sodium Chloride,heparin sodium/sodium chloride,heparin sodium/sodium chloride,C0019134,heparin,IN
"Hepatitis A Vaccine, Inactivated",hepatitis a vaccine inactivated,hepatitis a vaccine inactivated,C2355841,hepatitis A vaccine (inactivated) strain HM175,IN
Hepatitis B Vaccine Recombinant,hepatitis b vaccine recombinant,hepatitis b vaccine recombinant,C3887833,hepatitis B vaccine (recombinant) adult 20 MCG in 1 ML Injection,PSN
"Hepatitis B Vaccine Recombinant, Adjuvanted",hepatitis b vaccine recombinant adjuvanted,hepatitis b vaccine recombinant adjuvanted,C5563806,Hepatitis B (Recombinant) Vaccine Injection,PSN
Histidine,histidine,histidine,C0019602,histidine,IN
Histidine Monohydrochloride,histidine monohydrochloride,histidine monohydrochloride,C2981337,histidine monohydrochloride,PIN
Histrelin Acetate,histrelin acetate,histrelin,C0724597,histrelin acetate,PIN
Homatropine Hydrobromide,homatropine hydrobromide,homatropine hydrobromide,C0770458,homatropine hydrobromide,PIN
Homatropine Methylbromide/Hydrocodone Bitartrate,homatropine methylbromide/hydrocodone bitartrate,homatropine methylbromide/hydrocodone,C0062922,homatropine,IN
Homeopathic,homeopathic,homeopathic,,,
"HPV Vac Recomb Quadrivalent (Types 6, 11, 16, 18)",hpv vac recomb quadrivalent types 6 11 16 18,hpv vac recomb quadrivalent types 6 11 16 18,,,
"HPV Vaccine Recombinant Bivalent (Types 16, 18)",hpv vaccine recombinant bivalent types 16 18,hpv vaccine recombinant bivalent types 16 18,,,
"Human Papillomavirus 9-valent Vaccine, Recombinant",human papillomavirus 9-valent vaccine recombinant,human papillomavirus 9-valent vaccine recombinant,C0021344,human papillomavirus,IN
Humidifier,humidifier,humidifier,,,
Hyaluronate Sodium,hyaluronate sodium,hyaluronate,C0178695,hyaluronate,IN
Hyaluronate Sodium/Urea,hyaluronate sodium/urea,hyaluronate sodium/urea,C0178695,hyaluronate,IN
Hyaluronic Acid,hyaluronic acid,hyaluronic acid,C0020196,hyaluronic acid,PIN
Hyaluronidase,hyaluronidase,hyaluronidase,C0020197,hyaluronidase,IN
"Hyaluronidase Human, Recombinant",hyaluronidase human recombinant,hyaluronidase human recombinant,C1720035,"hyaluronidase, human recombinant",PIN
"Hyaluronidase Human, Recombinant;Immune Globulin",hyaluronidase human recombinant immune globulin,hyaluronidase human recombinant immune globulin,C0020197,hyaluronidase,IN
Hydralazine Hydrochloride,hydralazine hydrochloride,hydralazine,C0282198,hydralazine hydrochloride,PIN
Hydrochloric Acid,hydrochloric acid,hydrochloric acid,C0020259,hydrochloric acid,IN
Hydrochlorothiazide,hydrochlorothiazide,hydrochlorothiazide,C0020261,hydrochlorothiazide,IN
Hydrochlorothiazide/Irbesartan,hydrochlorothiazide/irbesartan,hydrochlorothiazide/irbesartan,C0020261,hydrochlorothiazide,IN
Hydrochlorothiazide/Lisinopril,hydrochlorothiazide/lisinopril,hydrochlorothiazide/lisinopril,C0020261,hydrochlorothiazide,IN
Hydrochlorothiazide/Losartan Potassium,hydrochlorothiazide/losartan potassium,hydrochlorothiazide/losartan,C0020261,hydrochlorothiazide,IN
Hydrochlorothiazide/Metoprolol Succinate,hydrochlorothiazide/metoprolol succinate,hydrochlorothiazide/metoprolol,C0020261,hydrochlorothiazide,IN
Hydrochlorothiazide/Metoprolol Tartrate,hydrochlorothiazide/metoprolol tartrate,hydrochlorothiazide/metoprolol,C0020261,hydrochlorothiazide,IN
Hydrochlorothiazide/Olmesartan Medoxomil,hydrochlorothiazide/olmesartan medoxomil,hydrochlorothiazide/olmesartan medoxomil,C0020261,hydrochlorothiazide,IN
Hydrochlorothiazide/Spironolactone,hydrochlorothiazide/spironolactone,hydrochlorothiazide/spironolactone,C0020261,hydrochlorothiazide,IN
Hydrochlorothiazide/Telmisartan,hydrochlorothiazide/telmisartan,hydrochlorothiazide/telmisartan,C0020261,hydrochlorothiazide,IN
Hydrochlorothiazide/Triamterene,hydrochlorothiazide/triamterene,hydrochlorothiazide/triamterene,C0020261,hydrochlorothiazide,IN
Hydrochlorothiazide/Valsartan,hydrochlorothiazide/valsartan,hydrochlorothiazide/valsartan,C0020261,hydrochlorothiazide,IN
Hydrocodone Bitartrate,hydrocodone bitartrate,hydrocodone,C0546868,hydrocodone bitartrate,PIN
Hydrocodone Bitartrate/Ibuprofen,hydrocodone bitartrate/ibuprofen,hydrocodone bitartrate/ibuprofen,,,
Hydrocortisone,hydrocortisone,hydrocortisone,C0020268,hydrocortisone,IN
Hydrocortisone Acetate,hydrocortisone acetate,hydrocortisone,C0063077,hydrocortisone acetate,PIN
"Hydrocortisone Acetate, Micronized",hydrocortisone acetate micronized,hydrocortisone micronized,,,
Hydrocortisone Acetate/Iodoquinol,hydrocortisone acetate/iodoquinol,hydrocortisone acetate/iodoquinol,,,
Hydrocortisone Acetate/Lidocaine Hydrochloride,hydrocortisone acetate/lidocaine hydrochloride,hydrocortisone acetate/lidocaine,,,
Hydrocortisone Acetate/Pramoxine Hydrochloride,hydrocortisone acetate/pramoxine hydrochloride,hydrocortisone acetate/pramoxine,,,
Hydrocortisone Butyrate,hydrocortisone butyrate,hydrocortisone butyrate,C0352536,hydrocortisone butyrate,PIN
Hydrocortisone Probutate,hydrocortisone probutate,hydrocortisone probutate,C0063076,hydrocortisone probutate,PIN
Hydrocortisone Sodium Succinate,hydrocortisone sodium succinate,hydrocortisone,C0770560,hydrocortisone sodium succinate,PIN
Hydrocortisone Valerate,hydrocortisone valerate,hydrocortisone valerate,C0063079,hydrocortisone valerate,PIN
"Hydrocortisone, Micronized",hydrocortisone micronized,hydrocortisone micronized,,,
"Hydrocortisone;Cream, Multi Ingredient",hydrocortisone multi ingredient,hydrocortisone multi ingredient,,,
"Hydrocortisone;Shampoo, Multi Ingredient",hydrocortisone shampoo multi ingredient,hydrocortisone shampoo multi ingredient,,,
Hydrocortisone/Iodoquinol,hydrocortisone/iodoquinol,hydrocortisone/iodoquinol,,,
Hydrogel,hydrogel,hydrogel,,,
Hydrogen Peroxide,hydrogen peroxide,hydrogen peroxide,C0020281,hydrogen peroxide,IN
Hydromorphone Hydrochloride,hydromorphone hydrochloride,hydromorphone,C0700533,hydromorphone hydrochloride,PIN
Hydrophilic Ointment,hydrophilic,hydrophilic,,,
Hydroquinone,hydroquinone,hydroquinone,C0020306,hydroquinone,IN
Hydroxocobalamin,hydroxocobalamin,hydroxocobalamin,C0020316,hydroxocobalamin,IN
Hydroxocobalamin Hydrochloride,hydroxocobalamin hydrochloride,hydroxocobalamin,C4529725,hydroxocobalamin hydrochloride,PIN
Hydroxychloroquine Sulfate,hydroxychloroquine sulfate,hydroxychloroquine,C0596007,hydroxychloroquine sulfate,PIN
Hydroxyethyl Cellulose,hydroxyethyl cellulose,hydroxyethyl cellulose,C0063131,hydroxyethyl cellulose,IN
Hydroxyprogesterone Caproate,hydroxyprogesterone caproate,hydroxyprogesterone caproate,,,
Hydroxypropyl Cellulose,hydroxypropyl cellulose,hydroxypropyl cellulose,C4281713,hydroxypropyl cellulose,SY
Hydroxytryptophan,hydroxytryptophan,hydroxytryptophan,,,
Hydroxyurea,hydroxyurea,hydroxyurea,C0020402,hydroxyurea,IN
Hydroxyzine Hydrochloride,hydroxyzine hydrochloride,hydroxyzine,C0600110,hydroxyzine hydrochloride,PIN
Hydroxyzine Pamoate,hydroxyzine pamoate,hydroxyzine pamoate,C0700539,hydroxyzine pamoate,PIN
Hylan Polymers A and B,hylan polymers a and b,hylan polymers a and b,C0063204,hylan,IN
Hyoscyamine Sulfate,hyoscyamine sulfate,hyoscyamine,C0004261,hyoscyamine sulfate,PIN
Hypochlorous Acid,hypochlorous acid,hypochlorous acid,C0020600,hypochlorous acid,PIN
Hypromellose,hypromellose,hypromellose,C0063242,hypromellose,IN
Ibandronate Sodium,ibandronate sodium,ibandronate,C0772244,ibandronate sodium,PIN
Ibrexafungerp,ibrexafungerp,ibrexafungerp,C5206403,ibrexafungerp,IN
Ibrutinib,ibrutinib,ibrutinib,C3501358,ibrutinib,IN
Ibuprofen,ibuprofen,ibuprofen,C0020740,ibuprofen,IN
Ibuprofen/Oxycodone Hydrochloride,ibuprofen/oxycodone hydrochloride,ibuprofen/oxycodone,C0020740,ibuprofen,IN
Ibuprofen/Pseudoephedrine Hydrochloride,ibuprofen/pseudoephedrine hydrochloride,ibuprofen/pseudoephedrine,C0020740,ibuprofen,IN
Icatibant Acetate,icatibant acetate,icatibant,C0286722,icatibant acetate,PIN
Ichthammol,ichthammol,ichthammol,C0020752,ichthammol,IN
Icosapent Ethyl,icosapent ethyl,icosapent ethyl,C0058978,icosapent ethyl,IN
Idebenone,idebenone,idebenone,C0123163,idebenone,IN
Idursulfase,idursulfase,idursulfase,C1739462,idursulfase,IN
Iloperidone,iloperidone,iloperidone,C0247194,iloperidone,IN
Iloperidone;Iloperidone;Iloperidone;Iloperidone,iloperidone iloperidone iloperidone iloperidone,iloperidone iloperidone iloperidone iloperidone,C0247194,iloperidone,IN
Imatinib Mesylate,imatinib mesylate,imatinib,C0939537,imatinib mesylate,PIN
Imiglucerase,imiglucerase,imiglucerase,C0291140,imiglucerase,IN
Imipramine Hydrochloride,imipramine hydrochloride,imipramine,C0589978,imipramine hydrochloride,PIN
Imipramine Pamoate,imipramine pamoate,imipramine pamoate,C0304368,imipramine pamoate,PIN
Imiquimod,imiquimod,imiquimod,C0165032,imiquimod,IN
Immune Globulin,immune globulin,immune globulin,C4734962,immune globulin intravenous (human) - ifas,PIN
Immune Globulin Bovine,immune globulin bovine,immune globulin bovine,,,
Immune Globulin-hipp,immune globulin-hipp,immune globulin-hipp,,,
Immune Globulin-ifas,immune globulin-ifas,immune globulin-ifas,,,
Immune Globulin-klhw,immune globulin-klhw,immune globulin-klhw,,,
IncobotulinumtoxinA,incobotulinumtoxina,incobotulinumtoxina,C2930113,incobotulinumtoxinA,PIN
Incontinence Products,incontinence products,incontinence products,,,
Indacaterol Maleate,indacaterol maleate,indacaterol maleate,C2920417,indacaterol maleate,PIN
Indapamide,indapamide,indapamide,C0021186,indapamide,IN
Indocyanine Green,indocyanine green,indocyanine green,C0021234,indocyanine green,IN
Indomethacin,indomethacin,indomethacin,C0021246,indomethacin,IN
Infliximab,infliximab,infliximab,C0666743,infliximab,IN
inFLIXimab-abda,infliximab-abda,infliximab-abda,C4490035,infliximab-abda,PIN
inFLIXimab-axxq,infliximab-axxq,infliximab-axxq,C5222083,infliximab-axxq,PIN
Infliximab-dyyb,infliximab-dyyb,infliximab-dyyb,C4238106,infliximab-dyyb,PIN
Influenza Virus Vaccine (Subvirion),influenza virus vaccine subvirion,influenza virus vaccine subvirion,,,
Influenza Virus Vaccine Recombinant,influenza virus vaccine recombinant,influenza virus vaccine recombinant,,,
"Influenza Virus Vaccine, Adjuvanted",influenza virus vaccine adjuvanted,influenza virus vaccine adjuvanted,,,
"Influenza Virus Vaccine, Inactivated",influenza virus vaccine inactivated,influenza virus vaccine inactivated,,,
"Influenza Virus Vaccine, Live",influenza virus vaccine live,influenza virus vaccine live,,,
"Infusion Pump, Insulin",infusion pump insulin,infusion pump insulin,,,
"Infusion Pump, Parenteral",infusion pump parenteral,infusion pump parenteral,,,
Ingenol Mebutate,ingenol mebutate,ingenol mebutate,C2825682,ingenol mebutate,IN
Injection Device,device,device,,,
Inositol,inositol,inositol,C0021547,inositol,IN
Insulin Aspart Protamine/Insulin Aspart,insulin aspart protamine/insulin aspart,insulin aspart protamine/insulin aspart,,,
"Insulin Aspart, Recombinant",insulin aspart recombinant,insulin aspart recombinant,,,
Insulin Degludec,insulin degludec,insulin degludec,C3491971,insulin degludec,IN
Insulin Degludec/Liraglutide,insulin degludec/liraglutide,insulin degludec/liraglutide,C3491971,insulin degludec,IN
Insulin Detemir,insulin detemir,insulin detemir,C0537270,insulin detemir,IN
"Insulin Glargine-yfgn, Recombinant",insulin glargine-yfgn recombinant,insulin glargine-yfgn recombinant,C0907402,insulin glargine,IN
"Insulin Glargine, Recombinant",insulin glargine recombinant,insulin glargine recombinant,C0907402,insulin glargine,IN
"Insulin Glargine, Recombinant/Lixisenatide",insulin glargine recombinant/lixisenatide,insulin glargine recombinant/lixisenatide,C0907402,insulin glargine,IN
Insulin Glulisine,insulin glulisine,insulin glulisine,C1313386,insulin glulisine,SY
Insulin Human Inhaled,insulin human inhaled,insulin human inhaled,,,
Insulin Human Inhaled;Insulin Human Inhaled,insulin human inhaled insulin human inhaled,insulin human inhaled insulin human inhaled,,,
Insulin Human Inhaled;Insulin Human Inhaled;Insuli,insulin human inhaled insulin human inhaled insuli,insulin human inhaled insulin human inhaled insuli,,,
Insulin Human Isophane (NPH),insulin human isophane nph,insulin human isophane nph,C0795633,"insulin isophane, human",PIN
Insulin Human Isophane (NPH)/Insulin Human Regular,insulin human isophane nph /insulin human regular,insulin human isophane nph /insulin human regular,C2929405,"insulin isophane / insulin, regular, human",MIN
Insulin Human Regular,insulin human regular,insulin human regular,C0977794,"insulin, human regular 100 UNT/ML Injectable Solution",SY
Insulin Lispro Protamine/Insulin Lispro,insulin lispro protamine/insulin lispro,insulin lispro protamine/insulin lispro,C0293359,insulin lispro,IN
"Insulin Lispro-aabc, Recombinant",insulin lispro-aabc recombinant,insulin lispro-aabc recombinant,C0293359,insulin lispro,IN
"Insulin Lispro, Recombinant",insulin lispro recombinant,insulin lispro recombinant,C0293359,insulin lispro,IN
Insulin Syringe/Needle,insulin syringe/needle,insulin syringe/needle,,,
Insulin Syringe/Needles,insulin syringe/needles,insulin syringe/needles,,,
Interferon Alfa-2B,interferon alfa-2b,interferon alfa-2b,C0021735,interferon alfa-2b,IN
Interferon Beta-1A,interferon beta-1a,interferon beta-1a,C0254119,interferon beta-1a,IN
Interferon Beta-1a;Interferon Beta-1a,interferon beta-1a interferon beta-1a,interferon beta-1a interferon beta-1a,C0254119,interferon beta-1a,IN
Interferon Beta-1B,interferon beta-1b,interferon beta-1b,C0244713,interferon beta-1b,IN
Interferon Gamma-1B,interferon gamma-1b,interferon gamma-1b,C0021741,interferon gamma-1b,IN
Inulin/Lactobacillus rhamnosus GG,inulin/lactobacillus rhamnosus gg,inulin/lactobacillus rhamnosus gg,C0021936,inulin,IN
Inulin/Lactobacillus Sporogenes,inulin/lactobacillus sporogenes,inulin/lactobacillus sporogenes,C0021936,inulin,IN
Iodine/Potassium Iodide,iodine/potassium iodide,iodine/potassium iodide,C0770199,calcium iodide,IN
"Iodoquinol, Micronized",iodoquinol micronized,iodoquinol micronized,C0012341,iodoquinol,IN
Iohexol,iohexol,iohexol,C0022005,iohexol,IN
Iopamidol,iopamidol,iopamidol,C0022026,iopamidol,IN
Ipratropium Bromide,ipratropium bromide,ipratropium,C0700580,ipratropium bromide,PIN
Irbesartan,irbesartan,irbesartan,C0288171,irbesartan,IN
Irinotecan Hydrochloride,irinotecan hydrochloride,irinotecan,C0594375,irinotecan hydrochloride,PIN
Iron,iron,iron,C0302583,iron,IN
Iron Dextran,iron dextran,iron dextran,C0302583,iron,IN
Iron Pentacarbonyl,iron pentacarbonyl,iron pentacarbonyl,C0302583,iron,IN
Iron Polysaccharide,iron polysaccharide,iron polysaccharide,C0722705,iron polysaccharide,IN
Iron Sucrose,iron sucrose,iron sucrose,C0060241,iron sucrose,IN
Iron/Multivitamin,iron/multivitamin,iron/multivitamin,C0302583,iron,IN
Iron/Sodium,iron/sodium,iron/sodium,C0302583,iron,IN
Isavuconazonium Sulfate,isavuconazonium sulfate,isavuconazonium,C4018470,isavuconazonium sulfate,PIN
Isocarboxazid,isocarboxazid,isocarboxazid,C0022154,isocarboxazid,IN
Isoleucine,isoleucine,isoleucine,C0022192,isoleucine,IN
Isometheptene Mucate,isometheptene mucate,isometheptene mucate,C0355634,isometheptene mucate,PIN
Isoniazid,isoniazid,isoniazid,C0022209,isoniazid,IN
Isoniazid/Rifampin,isoniazid/rifampin,isoniazid/rifampin,C0022209,isoniazid,IN
Isopropyl Alcohol,isopropyl alcohol,isopropyl alcohol,C0022237,isopropyl alcohol,IN
Isosorbide Dinitrate,isosorbide dinitrate,isosorbide dinitrate,C0022252,isosorbide dinitrate,IN
Isosorbide Mononitrate,isosorbide mononitrate,isosorbide mononitrate,C0064079,isosorbide mononitrate,PIN
Isotretinoin,isotretinoin,isotretinoin,C0022265,isotretinoin,IN
Isradipine,isradipine,isradipine,C0071304,isradipine,IN
Istradefylline,istradefylline,istradefylline,C0673470,istradefylline,IN
Itraconazole,itraconazole,itraconazole,C0064113,itraconazole,IN
"Itraconazole, Micronized",itraconazole micronized,itraconazole micronized,C0064113,itraconazole,IN
Iva annua Allergen Extract,iva annua allergen extract,iva annua allergen extract,,,
Ivabradine,ivabradine,ivabradine,C0257190,ivabradine,IN
Ivacaftor,ivacaftor,ivacaftor,C3264621,ivacaftor,IN
Ivacaftor;Ivacaftor/Tezacaftor,ivacaftor ivacaftor/tezacaftor,ivacaftor ivacaftor/tezacaftor,C3264621,ivacaftor,IN
Ivacaftor/Lumacaftor,ivacaftor/lumacaftor,ivacaftor/lumacaftor,C3264621,ivacaftor,IN
Ivermectin,ivermectin,ivermectin,C0022322,ivermectin,IN
Ixekizumab,ixekizumab,ixekizumab,C3489764,ixekizumab,IN
"Japanese Encephalitis Vaccine, Inactivated Adsorb",japanese encephalitis vaccine inactivated adsorb,japanese encephalitis vaccine inactivated adsorb,,,
Johnson Grass Allergen Extract,johnson grass allergen extract,johnson grass allergen extract,,,
"K Phos, Monobasic/Na Phos, Monobasic",k phos monobasic/na phos monobasic,k phos monobasic/na phos monobasic,,,
