cui,rxnorm_name,atc_code,ladder
C0060241,iron sucrose,B03AB02,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B03 ANTIANEMIC PREPARATIONS
B03A IRON ANTIANEMIC PREPARATIONS
B03AB Iron trivalent, oral antianemic preparations
B03AB02 saccharated iron oxide"
C0060275,ferrous chloride,B03AA05,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B03 ANTIANEMIC PREPARATIONS
B03A IRON ANTIANEMIC PREPARATIONS
B03AA Iron bivalent, oral antianemic preparations
B03AA05 ferrous chloride"
C0060276,ferrous fumarate,B03AA02,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B03 ANTIANEMIC PREPARATIONS
B03A IRON ANTIANEMIC PREPARATIONS
B03AA Iron bivalent, oral antianemic preparations
B03AA02 ferrous fumarate"
C0060277,ferrous gluconate,B03AA03,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B03 ANTIANEMIC PREPARATIONS
B03A IRON ANTIANEMIC PREPARATIONS
B03AA Iron bivalent, oral antianemic preparations
B03AA03 ferrous gluconate"
C0060281,ferrous succinate,B03AA06,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B03 ANTIANEMIC PREPARATIONS
B03A IRON ANTIANEMIC PREPARATIONS
B03AA Iron bivalent, oral antianemic preparations
B03AA06 ferrous succinate"
C0060282,ferrous sulfate,B03AA07,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B03 ANTIANEMIC PREPARATIONS
B03A IRON ANTIANEMIC PREPARATIONS
B03AA Iron bivalent, oral antianemic preparations
B03AA07 ferrous sulfate"
C0060304,fexinidazole,P01CA03,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P01 ANTIPROTOZOALS
P01C AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS
P01CA Nitroimidazole derivatives, antiprotozoal agents against leishmaniasis and trypanosomiasis
P01CA03 fexinidazole"
C0060389,finasteride,D11AX10,"D DERMATOLOGICALS
D11 OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11A OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11AX OTHER DERMATOLOGICAL PREPARATIONS IN ATC
D11AX10 finasteride"
C0060389,finasteride,G04CB01,"G GENITO URINARY SYSTEM AND SEX HORMONES
G04 UROLOGICALS
G04C DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY
G04CB Testosterone-5-alpha reductase inhibitors for benign prostatic hypertrophy
G04CB01 finasteride"
C0060400,cefixime,J01DD08,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01D OTHER BETA-LACTAM ANTIBACTERIALS in ATC
J01DD Third-generation cephalosporins
J01DD08 cefixime"
C0060405,cefdinir,J01DD15,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01D OTHER BETA-LACTAM ANTIBACTERIALS in ATC
J01DD Third-generation cephalosporins
J01DD15 cefdinir"
C0060477,flubendazole,P02CA05,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P02 ANTHELMINTICS
P02C ANTINEMATODAL AGENTS
P02CA Benzimidazole derivatives, antinematodal
P02CA05 flubendazole"
C0060485,,N05BA17,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05B ANXIOLYTICS
N05BA Benzodiazepine derivative anxiolytics
N05BA17 fludiazepam"
C0060493,flumequine,J01MB07,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01M QUINOLONE ANTIBACTERIALS
J01MB Other quinolones in ATC
J01MB07 flumequine"
C0060501,flunisolide,R01AD04,"R RESPIRATORY SYSTEM DRUGS
R01 NASAL PREPARATIONS
R01A DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
R01AD Corticosteroid nasal preparations for topical use
R01AD04 flunisolide"
C0060501,flunisolide,R03BA03,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03B OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS in ATC
R03BA Glucocorticoid inhalants for obstructive airway disease
R03BA03 flunisolide"
C0060520,fluorescein,S01JA01,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01J DIAGNOSTIC AGENTS, OPHTHAMOLOGIC
S01JA Diagnostic, opthalmologic coloring agents
S01JA01 fluorescein"
C0060583,flupirtine,N02BG07,"N NERVOUS SYSTEM DRUGS
N02 ANALGESICS
N02B OTHER ANALGESICS AND ANTIPYRETICS in ATC
N02BG Other analgesics and antipyretics in ATC
N02BG07 flupirtine"
C0060657,formoterol,R03AC13,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03A ADRENERGICS, INHALANTS
R03AC Selective beta-2-adrenoreceptor agonist inhalants
R03AC13 formoterol"
C0060657,formoterol,R03CC15,"R RESPIRATORY SYSTEM DRUGS
R03 DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES
R03C ADRENERGICS FOR SYSTEMIC USE
R03CC Selective beta-2-adrenoreceptor agonists, systemic
R03CC15 formoterol"
C0060696,,L01AD05,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01A ALKYLATING AGENTS
L01AD Nitrosoureas, antineoplastic alkylating agents
L01AD05 fotemustine"
C0060787,follitropin beta,G03GA06,"G GENITO URINARY SYSTEM AND SEX HORMONES
G03 SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM
G03G GONADOTROPINS AND OTHER OVULATION STIMULANTS
G03GA Gonadotropins
G03GA06 follitropin beta"
C0060819,fumagillin,P01AX10,"P ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
P01 ANTIPROTOZOALS
P01A AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES
P01AX Other agents against amoebiasis and other protozoal diseases in ATC
P01AX10 fumagillin"
C0060825,fumaric acid,D05AX01,"D DERMATOLOGICALS
D05 ANTIPSORIATICS
D05A ANTIPSORIATICS FOR TOPICAL USE
D05AX Other antipsoriatics for topical use in ATC
D05AX01 fumaric acid"
C0060879,fusafungin,R02AB03,"R RESPIRATORY SYSTEM DRUGS
R02 THROAT PREPARATIONS
R02A THROAT PREPARATIONS
R02AB Antibiotic throat preparations
R02AB03 fusafungine"
C0060926,gabapentin,N02BF01,"N NERVOUS SYSTEM DRUGS
N02 ANALGESICS
N02B OTHER ANALGESICS AND ANTIPYRETICS in ATC
N02BF Gabapentinoids, analgesics and antipyretics
N02BF01 gabapentin"
C0060930,gadoteridol,V08CA04,"V VARIOUS DRUG CLASSES IN ATC
V08 CONTRAST MEDIA
V08C MAGNETIC RESONANCE IMAGING CONTRAST MEDIA
V08CA Paramagnetic contrast media
V08CA04 gadoteridol"
C0060933,,V08CA01,"V VARIOUS DRUG CLASSES IN ATC
V08 CONTRAST MEDIA
V08C MAGNETIC RESONANCE IMAGING CONTRAST MEDIA
V08CA Paramagnetic contrast media
V08CA01 gadopentetic acid"
C0061078,gamma-linolenic acid,D11AX02,"D DERMATOLOGICALS
D11 OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11A OTHER DERMATOLOGICAL PREPARATIONS in ATC
D11AX OTHER DERMATOLOGICAL PREPARATIONS IN ATC
D11AX02 gamolenic acid"
C0061231,geranylgeranylacetone,A02BX15,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A02 DRUGS FOR ACID RELATED DISORDERS
A02B DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD)
A02BX Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD) in ATC
A02BX15 teprenone"
C0061323,glimepiride,A10BB12,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BB Sulfonylureas for blood glucose lowering
A10BB12 glimepiride"
C0061347,calcium glubionate,A12AA02,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A12 MINERAL SUPPLEMENTS
A12A CALCIUM SUPPLEMENTS
A12AA Calcium
A12AA02 calcium glubionate"
C0061450,,B01AB11,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B01 ANTITHROMBOTIC AGENTS
B01A ANTITHROMBOTIC AGENTS
B01AB Heparin group antithrombotic drugs
B01AB11 sulodexide"
C0061751,glycyrrhizic acid,A05BA08,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A05 BILE AND LIVER THERAPY DRUGS
A05B LIVER THERAPY, LIPOTROPICS
A05BA Liver therapy drugs
A05BA08 glycyrrhizic acid"
C0061851,ondansetron,A04AA01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A04 ANTIEMETICS AND ANTINAUSEANTS
A04A ANTIEMETICS AND ANTINAUSEANTS
A04AA Serotonin (5HT3) antagonists
A04AA01 ondansetron"
C0061863,granisetron,A04AA02,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A04 ANTIEMETICS AND ANTINAUSEANTS
A04A ANTIEMETICS AND ANTINAUSEANTS
A04AA Serotonin (5HT3) antagonists
A04AA02 granisetron"
C0061996,guar gum,A10BX01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A10 DRUGS USED IN DIABETES
A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BX Other blood glucose lowering drugs, excl. insulins in ATC
A10BX01 guar gum"
C0062068,,C04AX32,"C CARDIOVASCULAR SYSTEM DRUGS
C04 PERIPHERAL VASODILATORS
C04A PERIPHERAL VASODILATORS
C04AX Other peripheral vasodilators in ATC
C04AX32 fasudil"
C0062097,halometasone,D07AC12,"D DERMATOLOGICALS
D07 CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS
D07A CORTICOSTEROID DERMATOLOGICAL PREPARATIONS, PLAIN
D07AC Corticosteroids, potent (group III)
D07AC12 halometasone"
C0062106,haloprogin,D01AE11,"D DERMATOLOGICALS
D01 ANTIFUNGALS FOR DERMATOLOGICAL USE
D01A ANTIFUNGALS FOR TOPICAL USE
D01AE Other antifungals for topical use in ATC
D01AE11 haloprogin"
C0062525,hepatitis B immune globulin,J06BB04,"J ANTIINFECTIVES FOR SYSTEMIC USE
J06 IMMUNE SERA AND IMMUNOGLOBULINS
J06B IMMUNOGLOBULINS
J06BB Specific immunoglobulins
J06BB04 hepatitis B immunoglobulin"
C0062619,hexafluorenium,M03AC05,"M MUSCULO-SKELETAL SYSTEM DRUGS
M03 MUSCLE RELAXANTS
M03A MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS
M03AC Other quaternary ammonium compounds in ATC, muscle relaxants, peripherally acting
M03AC05 hexafluronium"
C0062648,hexamidine,D08AC04,"D DERMATOLOGICALS
D08 ANTISEPTICS AND DISINFECTANTS
D08A ANTISEPTICS AND DISINFECTANTS
D08AC Biguanides and amidines as antiseptics and disinfectants
D08AC04 hexamidine"
C0062648,hexamidine,R01AX07,"R RESPIRATORY SYSTEM DRUGS
R01 NASAL PREPARATIONS
R01A DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
R01AX Other nasal preparations in ATC
R01AX07 hexamidine"
C0062648,hexamidine,R02AA18,"R RESPIRATORY SYSTEM DRUGS
R02 THROAT PREPARATIONS
R02A THROAT PREPARATIONS
R02AA Antiseptic throat preparations
R02AA18 hexamidine"
C0062648,hexamidine,S01AX08,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01A ANTIINFECTIVE OPHTHALMOLOGICS
S01AX Other antiinfectives in ATC
S01AX08 hexamidine"
C0062648,hexamidine,S03AA05,"S SENSORY ORGAN DRUGS
S03 OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS
S03A ANTIINFECTIVES, OPHTHALMOLOGIC AND OTOLOGIC
S03AA Antiinfectives
S03AA05 hexamidine"
C0062922,homatropine,S01FA05,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01F MYDRIATICS AND CYCLOPLEGICS
S01FA Anticholinergic mydriatics and cycloplegics
S01FA05 homatropine"
C0062923,homatropine methylbromide,A03BB06,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03B BELLADONNA AND DERIVATIVES CONTAINING DRUGS, PLAIN FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03BB Belladonna alkaloids, semisynthetic, quaternary ammonium compounds for functional gastrointestinal disorders
A03BB06 homatropine methylbromide"
C0062941,omacetaxine mepesuccinate,L01XX40,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L01 ANTINEOPLASTIC AGENTS
L01X OTHER ANTINEOPLASTIC AGENTS in ATC
L01XX Other antineoplastic agents in ATC
L01XX40 omacetaxine mepesuccinate"
C0062986,cefpirome,J01DE02,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01D OTHER BETA-LACTAM ANTIBACTERIALS in ATC
J01DE Fourth-generation cephalosporins
J01DE02 cefpirome"
C0063041,leflunomide,L04AK01,"L ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
L04 IMMUNOSUPPRESSANTS
L04A IMMUNOSUPPRESSANTS
L04AK Dihydroorotate dehydrogenase (DHODH) inhibitors
L04AK01 leflunomide"
C0063103,hydroquinidine,C01BA13,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01B ANTIARRHYTHMICS, CLASS I AND III
C01BA Antiarrhythmics, class Ia
C01BA13 hydroquinidine"
C0063242,hypromellose,S01KA02,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01K SURGICAL AIDS, OPHTHALMOLOGIC
S01KA Viscoelastic substances
S01KA02 hypromellose"
C0063252,desflurane,N01AB07,"N NERVOUS SYSTEM DRUGS
N01 ANESTHETICS
N01A ANESTHETICS, GENERAL
N01AB Halogenated hydrocarbons, general anesthetics
N01AB07 desflurane"
C0063322,tropisetron,A04AA03,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A04 ANTIEMETICS AND ANTINAUSEANTS
A04A ANTIEMETICS AND ANTINAUSEANTS
A04AA Serotonin (5HT3) antagonists
A04AA03 tropisetron"
C0063340,ifenprodil,C04AX28,"C CARDIOVASCULAR SYSTEM DRUGS
C04 PERIPHERAL VASODILATORS
C04A PERIPHERAL VASODILATORS
C04AX Other peripheral vasodilators in ATC
C04AX28 ifenprodil"
C0063384,imidazole-2-hydroxybenzoate,N02BA16,"N NERVOUS SYSTEM DRUGS
N02 ANALGESICS
N02B OTHER ANALGESICS AND ANTIPYRETICS in ATC
N02BA Salicylic acid and derivatives, analgesics and antipyretics
N02BA16 imidazole salicylate"
C0063449,indanazoline,R01AA15,"R RESPIRATORY SYSTEM DRUGS
R01 NASAL PREPARATIONS
R01A DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
R01AA Sympathomimetics, plain
R01AA15 indanazoline"
C0063479,indobufen,B01AC10,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B01 ANTITHROMBOTIC AGENTS
B01A ANTITHROMBOTIC AGENTS
B01AC Platelet aggregation inhibitors excl. heparin
B01AC10 indobufen"
C0063739,invert sugar,C05BB03,"C CARDIOVASCULAR SYSTEM DRUGS
C05 VASOPROTECTIVES
C05B ANTIVARICOSE THERAPY DRUGS
C05BB Sclerosing agents for local injection
C05BB03 invert sugar"
C0063757,iodixanol,V08AB09,"V VARIOUS DRUG CLASSES IN ATC
V08 CONTRAST MEDIA
V08A X-RAY CONTRAST MEDIA, IODINATED
V08AB Watersoluble, nephrotropic, low osmolar X-ray contrast media
V08AB09 iodixanol"
C0063779,iodoform,D09AA13,"D DERMATOLOGICALS
D09 MEDICATED DRESSINGS
D09A MEDICATED DRESSINGS
D09AA Medicated dressings with antiinfectives
D09AA13 iodoform"
C0063810,iomeprol,V08AB10,"V VARIOUS DRUG CLASSES IN ATC
V08 CONTRAST MEDIA
V08A X-RAY CONTRAST MEDIA, IODINATED
V08AB Watersoluble, nephrotropic, low osmolar X-ray contrast media
V08AB10 iomeprol"
C0063815,iopentol,V08AB08,"V VARIOUS DRUG CLASSES IN ATC
V08 CONTRAST MEDIA
V08A X-RAY CONTRAST MEDIA, IODINATED
V08AB Watersoluble, nephrotropic, low osmolar X-ray contrast media
V08AB08 iopentol"
C0063817,iopromide,V08AB05,"V VARIOUS DRUG CLASSES IN ATC
V08 CONTRAST MEDIA
V08A X-RAY CONTRAST MEDIA, IODINATED
V08AB Watersoluble, nephrotropic, low osmolar X-ray contrast media
V08AB05 iopromide"
C0063828,ioversol,V08AB07,"V VARIOUS DRUG CLASSES IN ATC
V08 CONTRAST MEDIA
V08A X-RAY CONTRAST MEDIA, IODINATED
V08AB Watersoluble, nephrotropic, low osmolar X-ray contrast media
V08AB07 ioversol"
C0063830,,V08AA05,"V VARIOUS DRUG CLASSES IN ATC
V08 CONTRAST MEDIA
V08A X-RAY CONTRAST MEDIA, IODINATED
V08AA Watersoluble, nephrotropic, high osmolar X-ray contrast media
V08AA05 ioxitalamic acid"
C0063953,isoconazole,D01AC05,"D DERMATOLOGICALS
D01 ANTIFUNGALS FOR DERMATOLOGICAL USE
D01A ANTIFUNGALS FOR TOPICAL USE
D01AC Imidazole and triazole derivatives, topical antifungals
D01AC05 isoconazole"
C0063953,isoconazole,G01AF07,"G GENITO URINARY SYSTEM AND SEX HORMONES
G01 GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
G01A ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS
G01AF Imidazole derivatives, gyncological antiinfectives
G01AF07 isoconazole"
C0063986,lanatoside C,C01AA06,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01A CARDIAC GLYCOSIDES
C01AA Digitalis glycosides
C01AA06 lanatoside C"
C0064079,isosorbide mononitrate,C01DA14,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01D VASODILATORS USED IN CARDIAC DISEASES
C01DA Organic nitrates used in cardiac disease
C01DA14 isosorbide mononitrate"
C0064113,itraconazole,J02AC02,"J ANTIINFECTIVES FOR SYSTEMIC USE
J02 ANTIMYCOTICS FOR SYSTEMIC USE
J02A ANTIMYCOTICS FOR SYSTEMIC USE
J02AC Triazole and tetrazole derivatives
J02AC02 itraconazole"
C0064263,emedastine,S01GX06,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01G DECONGESTANTS AND ANTIALLERGICS
S01GX Other antiallergics in ATC
S01GX06 emedastine"
C0064311,,N02AB01,"N NERVOUS SYSTEM DRUGS
N02 ANALGESICS
N02A OPIOID ANALGESICS
N02AB Phenylpiperidine derivatives, opioid analgesics
N02AB01 ketobemidone"
C0064568,lacidipine,C08CA09,"C CARDIOVASCULAR SYSTEM DRUGS
C08 CALCIUM CHANNEL BLOCKERS
C08C SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS
C08CA Dihydropyridine derivative selective calcium channel blockers with mainly vascular effects
C08CA09 lacidipine"
C0064582,lactic acid,G01AD01,"G GENITO URINARY SYSTEM AND SEX HORMONES
G01 GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS
G01A ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS
G01AD Organic acids, Gynecological
G01AD01 lactic acid"
C0064585,lactitol,A06AD12,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A06 DRUGS FOR CONSTIPATION
A06A DRUGS FOR CONSTIPATION
A06AD Osmotically acting laxatives
A06AD12 lactitol"
C0064636,lamotrigine,N03AX09,"N NERVOUS SYSTEM DRUGS
N03 ANTIEPILEPTICS
N03A ANTIEPILEPTICS
N03AX Other antiepileptics in ATC
N03AX09 lamotrigine"
C0064694,lavender oil,N05BX05,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05B ANXIOLYTICS
N05BX Other anxiolytics in ATC
N05BX05 Lavandulae aetheroleum"
C0064777,letosteine,R05CB09,"R RESPIRATORY SYSTEM DRUGS
R05 COUGH AND COLD PREPARATIONS
R05C EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS
R05CB Mucolytics
R05CB09 letosteine"
C0064870,levocabastine,R01AC02,"R RESPIRATORY SYSTEM DRUGS
R01 NASAL PREPARATIONS
R01A DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE
R01AC Antiallergic nasal preparations for topical use, excl. corticosteroids
R01AC02 levocabastine"
C0064870,levocabastine,S01GX02,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01G DECONGESTANTS AND ANTIALLERGICS
S01GX Other antiallergics in ATC
S01GX02 levocabastine"
C0064906,nafarelin,H01CA02,"H SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
H01 PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES
H01C HYPOTHALAMIC HORMONES
H01CA Gonadotropin-releasing hormones
H01CA02 nafarelin"
C0065023,fidaxomicin,A07AA12,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A07 ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS
A07A INTESTINAL ANTIINFECTIVES
A07AA antibiotics, intestinal
A07AA12 fidaxomicin"
C0065088,lithium chloride,V04CX11,"V VARIOUS DRUG CLASSES IN ATC
V04 DIAGNOSTIC AGENTS
V04C OTHER DIAGNOSTIC AGENTS in ATC
V04CX Other diagnostic agents in ATC
V04CX11 lithium chloride"
C0065152,lofexidine,N07BC04,"N NERVOUS SYSTEM DRUGS
N07 OTHER NERVOUS SYSTEM DRUGS in ATC
N07B DRUGS USED IN ADDICTIVE DISORDERS
N07BC Drugs used in opioid dependence
N07BC04 lofexidine"
C0065162,lomefloxacin,J01MA07,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01M QUINOLONE ANTIBACTERIALS
J01MA Fluoroquinolone antibacterials, systemic
J01MA07 lomefloxacin"
C0065162,lomefloxacin,S01AE04,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01A ANTIINFECTIVE OPHTHALMOLOGICS
S01AE Fluoroquinolone antiinfectives, ophthalmologic
S01AE04 lomefloxacin"
C0065180,loratadine,R06AX13,"R RESPIRATORY SYSTEM DRUGS
R06 ANTIHISTAMINES FOR SYSTEMIC USE
R06A ANTIHISTAMINES FOR SYSTEMIC USE
R06AX Other antihistamines for systemic use in ATC
R06AX13 loratadine"
C0065183,,C01BC07,"C CARDIOVASCULAR SYSTEM DRUGS
C01 CARDIAC THERAPY DRUGS
C01B ANTIARRHYTHMICS, CLASS I AND III
C01BC Antiarrhythmics, class Ic
C01BC07 lorcainide"
C0065185,lormetazepam,N05CD06,"N NERVOUS SYSTEM DRUGS
N05 PSYCHOLEPTICS
N05C HYPNOTICS AND SEDATIVES
N05CD Benzodiazepine derivative hypnotics and sedatives
N05CD06 lormetazepam"
C0065199,loxoprofen,M01AE19,"M MUSCULO-SKELETAL SYSTEM DRUGS
M01 ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS
M01A ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS
M01AE Propionic acid derivatives, antiinflammatory and antirheumatic products
M01AE19 loxoprofen"
C0065199,loxoprofen,M02AA31,"M MUSCULO-SKELETAL SYSTEM DRUGS
M02 TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02A TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN
M02AA Antiinflammatory preparations, non-steroids for topical use
M02AA31 loxoprofen"
C0065295,loracarbef,J01DC08,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01D OTHER BETA-LACTAM ANTIBACTERIALS in ATC
J01DC Second-generation cephalosporins
J01DC08 loracarbef"
C0065374,lisinopril,C09AA03,"C CARDIOVASCULAR SYSTEM DRUGS
C09 AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
C09A ACE INHIBITORS, PLAIN
C09AA ACE inhibitors, plain
C09AA03 lisinopril"
C0065517,magnesium carbonate,A02AA01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A02 DRUGS FOR ACID RELATED DISORDERS
A02A ANTACIDS
A02AA antacids containing magnesium compounds
A02AA01 magnesium carbonate"
C0065517,magnesium carbonate,A06AD01,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A06 DRUGS FOR CONSTIPATION
A06A DRUGS FOR CONSTIPATION
A06AD Osmotically acting laxatives
A06AD01 magnesium carbonate"
C0065527,magnesium phosphate,B05XA10,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05X I.V. SOLUTION ADDITIVES
B05XA Electrolyte solutions
B05XA10 magnesium phosphate"
C0065636,mandelic acid,B05CA06,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B05 BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS
B05C IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION
B05CA Antiinfective irrigating solutions
B05CA06 mandelic acid"
C0065636,mandelic acid,J01XX06,"J ANTIINFECTIVES FOR SYSTEMIC USE
J01 ANTIBACTERIALS FOR SYSTEMIC USE
J01X OTHER ANTIBACTERIALS in ATC
J01XX Other antibacterials in ATC
J01XX06 mandelic acid"
C0065656,manidipine,C08CA11,"C CARDIOVASCULAR SYSTEM DRUGS
C08 CALCIUM CHANNEL BLOCKERS
C08C SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS
C08CA Dihydropyridine derivative selective calcium channel blockers with mainly vascular effects
C08CA11 manidipine"
C0065760,,N04AA10,"N NERVOUS SYSTEM DRUGS
N04 ANTI-PARKINSON DRUGS
N04A ANTICHOLINERGIC AGENTS
N04AA Tertiary amines, anticholinergic
N04AA10 mazaticol"
C0065767,calcipotriene,D05AX02,"D DERMATOLOGICALS
D05 ANTIPSORIATICS
D05A ANTIPSORIATICS FOR TOPICAL USE
D05AX Other antipsoriatics for topical use in ATC
D05AX02 calcipotriol"
C0065832,mebeverine,A03AA04,"A ALIMENTARY TRACT AND METABOLISM DRUGS
A03 DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
A03AA Synthetic anticholinergics, esters with tertiary amino group for functional gastrointestinal disorders
A03AA04 mebeverine"
C0065841,meclocycline,D10AF04,"D DERMATOLOGICALS
D10 ANTI-ACNE PREPARATIONS
D10A ANTI-ACNE PREPARATIONS FOR TOPICAL USE
D10AF Antiinfectives for treatment of acne
D10AF04 meclocycline"
C0065844,mecobalamin,B03BA05,"B BLOOD AND BLOOD FORMING ORGAN DRUGS
B03 ANTIANEMIC PREPARATIONS
B03B VITAMIN B12 AND FOLIC ACID
B03BA Vitamin B12 (cyanocobalamin and analogues)
B03BA05 mecobalamin"
C0065865,medrysone,S01BA08,"S SENSORY ORGAN DRUGS
S01 OPHTHALMOLOGICALS
S01B ANTIINFLAMMATORY AGENTS, OPHTHALMOLOGIC
S01BA Corticosteroid ophthalmologic antiinflammatory agents, plain
S01BA08 medrysone"
